SiteCode,No,NoType,Assigned,GroupNo,Space,Area,Unit type,Unit entropy,Description,Sieved,Date,ID,Building Phases_Building Phase,Start Date,End Date,Real Date,Period_Date,Attribution
SKH05,1685,Deposit,TRUE,1684,1684,743,Drain,in situ,filling in wall - mixed turf,FALSE,04/07/2005,MS,,,,,,
SKH07,2583,Deposit,TRUE,1257,1257,743,External area,in situ,"Paning, remains of floor",FALSE,05/06/2007,MS,C.1,1670,1720,1670-1720,1660-1720,Courtyard
SKH07,2608,Deposit,TRUE,1257,1257,743,External area,in situ,Flat stones - kitchen floor found?,FALSE,06/06/2007,MS,C.1,1670,1720,1670-1720,1660-1720,Courtyard
SKH07,2635,Deposit,TRUE,1257,1257,743,External area,in situ,Turf with small stones,FALSE,11/06/2007,MS,C.1,1670,1720,1670-1720,1660-1720,Courtyard
SKH07,2680,Deposit,TRUE,1257,1257,743,External area,in situ,"Turf and flat stones, levelling layer? Part of north wall?",FALSE,12/06/2007,MS,C.1,1670,1720,1670-1720,1660-1720,Courtyard
SKH07,2722,Deposit,TRUE,1257,1257,743,External area,in situ,Stones in fine silt - may be conm. with [2635],FALSE,13/06/2007,MS,C.1,1670,1720,1670-1720,1660-1720,Courtyard
SKH07,2729,Deposit,TRUE,1257,1257,743,External area,in situ,Turf and flat stones - levelling layer?,FALSE,14/06/2007,MS,C.1,1670,1720,1670-1720,1660-1720,Courtyard
SKH07,2779,Deposit,TRUE,1257,1257,743,External area,in situ,Turf (collapse?) with stones,FALSE,15/06/2007,MS,C.1,1670,1720,1670-1720,1660-1720,Courtyard
SKH07,2790,Deposit,TRUE,1257,1257,743,External area,in situ,"Turf layer, reddish, oven drain",FALSE,18/06/2007,SGB,C.1,1670,1720,1670-1720,1660-1720,Courtyard
SKH07,2922,Deposit,TRUE,1257,1257,743,External area,in situ,Group no. For levelling layers under [2254]; multi-context,TRUE,22/06/2007,MS,C.1,1670,1720,1670-1720,1660-1720,Courtyard
SKH03,490,Deposit,TRUE,1257,1257,743,External area,in situ,Flagstone pavement,FALSE,01/07/2003,SGB,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH05,1699,Deposit,TRUE,1257,1257,743,Floor,in situ,flagstone / floor layer,FALSE,05/07/2005,EH,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH06,1845,Deposit,TRUE,1077,1257,743,Drain,in situ,turf along south of drain,FALSE,31/05/2006,ÓGS,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH06,1863,Deposit,TRUE,1257,1257,743,Midden,in situ,peatash dump,FALSE,01/06/2006,GML,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH06,1877,Deposit,TRUE,1966,1257,743,External area,in situ,capstone over drain,FALSE,01/06/2006,GML,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH06,1966,Group,TRUE,1257,1257,743,Drain,in situ,drain on front of west wing,FALSE,12/06/2006,GML,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH06,2040,Group,TRUE,1257,1257,743,External area,in situ,drain,FALSE,14/06/2006,GML,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH06,2041,Deposit,TRUE,2040,1257,743,External area,in situ,fill,FALSE,14/06/2006,GML,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH06,2042,Deposit,TRUE,2040,1257,743,External area,in situ,side stones,FALSE,14/06/2006,GML,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH06,2049,Deposit,TRUE,1077,1257,743,Drain,in situ,sidestones ?,FALSE,14/06/2006,ÓGS,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH06,2071,Cut,TRUE,2040,1257,743,Demolition,in situ,cut for side stones of drain,FALSE,15/06/2006,GML,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH06,2195,Deposit,TRUE,1257,1257,743,Drain,in situ,side stones,FALSE,22/06/2006,GML,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH06,2205,Deposit,TRUE,1966,1257,743,External area,in situ,flagstone / surface ?,FALSE,22/06/2006,GML,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH06,2285,Deposit,TRUE,1257,1257,743,External area,in situ,layering yard,FALSE,28/06/2006,ÓGS,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH06,2305,Deposit,TRUE,1077,1257,743,Drain,in situ,sidestones,FALSE,29/06/2006,ÓGS,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH06,2306,Deposit,TRUE,1077,1257,743,Drain,in situ,fill ? In drain,FALSE,29/06/2006,ÓGS,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH06,2313,Deposit,TRUE,1077,1257,743,Drain,in situ,layer under sidestones,FALSE,29/06/2006,ÓGS,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH06,2315,Deposit,TRUE,1257,1257,743,Wall,disorganized,turf patch,FALSE,29/06/2006,ÓGS,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH06,2316,Deposit,TRUE,1077,1257,743,Drain,in situ,fill?,FALSE,29/06/2006,ÓGS,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH06,2373,Deposit,TRUE,1257,1257,743,Wall,disorganized,turf lens,FALSE,04/07/2006,ÓGS,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH06,2374,Deposit,TRUE,1257,1257,743,Wall,disorganized,light brown layer,FALSE,04/07/2006,ÓGS,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH06,2563,Deposit,TRUE,1257,1257,743,External area,in situ,multicontext in area [1257] - lower/sub-yard surface,FALSE,08/02/2007,SÞ,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH07,2572,Deposit,TRUE,1257,1257,743,External area,in situ,"Possible floor remains, dark silt with stones",FALSE,05/06/2007,MS,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH07,2585,Deposit,TRUE,1966,1257,743,External area,in situ,Hard surface,TRUE,05/06/2007,GML,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH07,2587,Deposit,TRUE,1966,1257,743,External area,in situ,Capstones,FALSE,06/06/2007,LP,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH07,2593,Deposit,TRUE,1966,1257,743,External area,in situ,Upper drain fill,TRUE,06/06/2007,GML,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH07,2598,Deposit,TRUE,1966,1257,743,External area,in situ,Side stones,FALSE,06/06/2007,GML,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH07,2612,Deposit,TRUE,1257,1257,743,External area,in situ,Mixed rubbish layer in yard,FALSE,07/06/2007,MS,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH07,2622,Deposit,TRUE,1257,1257,743,External area,in situ,"Turf layer beneath ""kitchen""",FALSE,01/08/6707,ÁE,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH07,2670,Cut,TRUE,1077,1257,743,Drain,in situ,"Cut, older cut for part of drain",FALSE,12/06/2007,MS,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH07,2671,Deposit,TRUE,1077,1257,743,Drain,in situ,Fill in [2670],FALSE,12/06/2007,MS,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH07,2793,Deposit,TRUE,1257,1257,743,External area,in situ,Hard sub levelling layer (see:2563],FALSE,18/06/2007,GML,C.2,1720,1830,1720-1830,1720-1840,Courtyard
SKH05,1638,Deposit,TRUE,1257,1257,743,External area,disturbed,brown sand layer,TRUE,28/06/2005,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH05,1646,Deposit,TRUE,1257,1257,743,External area,in situ,black layer,FALSE,29/06/2005,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,1771,Group,TRUE,1257,1257,743,External area,in situ,black layer over Hlað,FALSE,30/05/2006,GML,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,1782,Deposit,TRUE,1771,1257,743,External area,in situ,1 m squre of yard surface,FALSE,30/05/2006,GML,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,1783,Deposit,TRUE,1771,1257,743,External area,in situ,1 m squre of yard surface,FALSE,30/05/2006,GML,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,1784,Deposit,TRUE,1771,1257,743,External area,in situ,1 m squre of yard surface,FALSE,30/05/2006,GML,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,1785,Deposit,TRUE,1771,1257,743,External area,in situ,1 m squre of yard surface,FALSE,30/05/2006,GML,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,1786,Deposit,TRUE,1771,1257,743,External area,in situ,1 m squre of yard surface,FALSE,30/05/2006,GML,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,1787,Deposit,TRUE,1771,1257,743,External area,in situ,1 m squre of yard surface,FALSE,30/05/2006,GML,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,1788,Deposit,TRUE,1771,1257,743,External area,in situ,1 m squre of yard surface,FALSE,30/05/2006,GML,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,1789,Deposit,TRUE,1771,1257,743,External area,in situ,1 m squre of yard surface,FALSE,30/05/2006,GML,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,1790,Deposit,TRUE,1771,1257,743,External area,in situ,1 m squre of yard surface,FALSE,30/05/2006,GML,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,1791,Deposit,TRUE,1771,1257,743,External area,in situ,1 m squre of yard surface,FALSE,30/05/2006,GML,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,1792,Deposit,TRUE,1771,1257,743,External area,in situ,1 m squre of yard surface,FALSE,30/05/2006,GML,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,1793,Deposit,TRUE,1771,1257,743,External area,in situ,1 m squre of yard surface,FALSE,30/05/2006,GML,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,1794,Deposit,TRUE,1771,1257,743,External area,in situ,1 m squre of yard surface,FALSE,30/05/2006,GML,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,1864,Deposit,TRUE,1771,1257,743,External area,in situ,yard surface - 1 m 2,FALSE,01/06/2006,GML,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,1865,Deposit,TRUE,1771,1257,743,External area,in situ,yard surface - 1 m 2,FALSE,01/06/2006,GML,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,1866,Deposit,TRUE,1771,1257,743,External area,in situ,yard surface - 1 m 2,FALSE,01/06/2006,GML,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,1867,Deposit,TRUE,1771,1257,743,External area,in situ,yard surface - 1 m 2,FALSE,01/06/2006,GML,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,1868,Deposit,TRUE,1771,1257,743,External area,in situ,yard surface - 1 m 2,FALSE,01/06/2006,GML,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,1869,Deposit,TRUE,1771,1257,743,External area,in situ,yard surface - 1 m 2,FALSE,01/06/2006,GML,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,1870,Deposit,TRUE,1771,1257,743,External area,in situ,yard surface - 1 m 2,FALSE,01/06/2006,GML,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,1871,Deposit,TRUE,1771,1257,743,External area,in situ,yard surface - 1 m 2,FALSE,01/06/2006,GML,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,1872,Deposit,TRUE,1771,1257,743,External area,in situ,yard surface - 1 m 2,FALSE,01/06/2006,GML,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,1873,Deposit,TRUE,1771,1257,743,External area,in situ,yard surface - 1 m 2,FALSE,01/06/2006,GML,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,1874,Deposit,TRUE,1771,1257,743,External area,in situ,yard surface - 1 m 2,FALSE,01/06/2006,GML,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,1875,Deposit,TRUE,1771,1257,743,External area,in situ,yard surface - 1 m 2,FALSE,01/06/2006,GML,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,1876,Deposit,TRUE,1771,1257,743,External area,in situ,yard surface - 1 m 2,FALSE,01/06/2006,GML,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2044,Deposit,TRUE,2061,1257,743,External area,in situ,mixed layer north of kitchen,FALSE,14/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2061,Group,TRUE,1257,1257,743,External area,in situ,mixed layer in yard,FALSE,15/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2076,Deposit,TRUE,2061,1257,743,External area,in situ,yard mix,FALSE,15/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2077,Deposit,TRUE,2061,1257,743,External area,in situ,yard mix,FALSE,15/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2078,Deposit,TRUE,2061,1257,743,External area,in situ,yard mix,FALSE,15/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2079,Deposit,TRUE,2061,1257,743,External area,in situ,yard mix,FALSE,15/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2080,Deposit,TRUE,2061,1257,743,External area,in situ,yard mix,FALSE,15/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2081,Deposit,TRUE,2061,1257,743,External area,in situ,yard mix,FALSE,15/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2082,Deposit,TRUE,2061,1257,743,External area,in situ,yard mix,FALSE,15/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2083,Deposit,TRUE,2061,1257,743,External area,in situ,yard mix,FALSE,15/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2084,Deposit,TRUE,2061,1257,743,External area,in situ,yard mix,FALSE,15/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2085,Deposit,TRUE,2061,1257,743,External area,in situ,yard mix,FALSE,15/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2086,Deposit,TRUE,2061,1257,743,External area,in situ,yard mix,FALSE,15/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2087,Deposit,TRUE,2061,1257,743,External area,in situ,yard mix,FALSE,15/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2088,Deposit,TRUE,2061,1257,743,External area,in situ,yard mix,FALSE,15/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2089,Deposit,TRUE,2061,1257,743,External area,in situ,yard mix,FALSE,15/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2090,Deposit,TRUE,2061,1257,743,External area,in situ,yard mix,FALSE,15/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2091,Deposit,TRUE,2061,1257,743,External area,in situ,yard mix,FALSE,15/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2092,Deposit,TRUE,2061,1257,743,External area,in situ,yard mix,FALSE,15/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2093,Deposit,TRUE,2061,1257,743,External area,in situ,yard mix,FALSE,15/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2094,Deposit,TRUE,2061,1257,743,External area,in situ,yard mix,FALSE,15/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2095,Deposit,TRUE,2061,1257,743,External area,in situ,yard mix,FALSE,15/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2096,Deposit,TRUE,2061,1257,743,External area,in situ,yard mix,FALSE,15/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2097,Deposit,TRUE,2061,1257,743,External area,in situ,yard mix,FALSE,15/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2149,Deposit,TRUE,1771,1257,743,External area,in situ,mixed layer in yard,FALSE,21/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2150,Deposit,TRUE,1771,1257,743,External area,in situ,mixed layer in yard,FALSE,21/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2151,Deposit,TRUE,1771,1257,743,External area,in situ,mixed layer in yard,FALSE,21/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2152,Deposit,TRUE,1771,1257,743,External area,in situ,mixed layer in yard,FALSE,21/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2153,Deposit,TRUE,1771,1257,743,External area,in situ,mixed layer in yard,FALSE,21/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2154,Deposit,TRUE,1771,1257,743,External area,in situ,mixed layer in yard,FALSE,21/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2155,Deposit,TRUE,1771,1257,743,External area,in situ,mixed layer in yard,FALSE,21/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2156,Deposit,TRUE,1771,1257,743,External area,in situ,mixed layer in yard,FALSE,21/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2157,Deposit,TRUE,1771,1257,743,External area,in situ,mixed layer in yard,FALSE,21/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2158,Deposit,TRUE,1771,1257,743,External area,in situ,mixed layer in yard,FALSE,21/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2159,Deposit,TRUE,1771,1257,743,External area,in situ,mixed layer in yard,FALSE,21/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2160,Deposit,TRUE,1771,1257,743,External area,in situ,mixed layer in yard,FALSE,21/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2161,Deposit,TRUE,1771,1257,743,External area,in situ,mixed layer in yard,FALSE,21/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2162,Deposit,TRUE,1771,1257,743,External area,in situ,mixed layer in yard,FALSE,21/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2163,Deposit,TRUE,1771,1257,743,External area,in situ,mixed layer in yard,FALSE,21/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2164,Deposit,TRUE,1771,1257,743,External area,in situ,mixed layer in yard,FALSE,21/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2165,Deposit,TRUE,1771,1257,743,External area,in situ,mixed layer in yard,FALSE,21/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2166,Deposit,TRUE,1771,1257,743,External area,in situ,mixed layer in yard,FALSE,21/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2167,Deposit,TRUE,1771,1257,743,External area,in situ,mixed layer in yard,FALSE,21/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2168,Deposit,TRUE,1771,1257,743,External area,in situ,mixed layer in yard,FALSE,21/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2169,Deposit,TRUE,1771,1257,743,External area,in situ,mixed layer in yard,FALSE,21/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2170,Deposit,TRUE,1771,1257,743,External area,in situ,mixed layer in yard,FALSE,21/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2171,Deposit,TRUE,1771,1257,743,External area,in situ,mixed layer in yard,FALSE,21/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2172,Deposit,TRUE,1771,1257,743,External area,in situ,mixed layer in yard,FALSE,21/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2173,Deposit,TRUE,1771,1257,743,External area,in situ,mixed layer in yard,FALSE,21/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2174,Deposit,TRUE,1771,1257,743,External area,in situ,mixed layer in yard,FALSE,21/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2175,Deposit,TRUE,1771,1257,743,External area,in situ,mixed layer in yard,FALSE,21/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2176,Deposit,TRUE,1771,1257,743,External area,in situ,mixed layer in yard,FALSE,21/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH06,2246,Deposit,TRUE,1771,1257,743,External area,in situ,yard,FALSE,26/06/2006,ÓGS,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
SKH04,1077,Group,TRUE,1257,1257,743,Drain,in situ,drain in yard 1257,FALSE,25/06/2004,,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH05,1497,Deposit,TRUE,1077,1257,743,Drain,disorganized,mixed turf collapse; disturbed top of 1778,FALSE,14/06/2005,MS,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH05,1556,Deposit,TRUE,329,1257,743,External area,in situ,wall on sout side of west wing; =330?,FALSE,21/06/2005,GML,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH05,1559,Deposit,TRUE,1077,1257,743,Drain,in situ,capstones - see multcontext [1257],FALSE,21/06/2005,LP,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH05,1564,Deposit,TRUE,1077,1257,743,Drain,in situ,side stones of drain,FALSE,21/06/2005,GML,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH05,1588,Deposit,TRUE,329,1257,743,Wall,disturbed,turf levelling,FALSE,22/06/2005,GML,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH05,1592,Deposit,TRUE,1257,1257,743,External area,in situ,"cobbled / flagged ""hlað""",FALSE,22/06/2005,GML,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH05,1645,Deposit,TRUE,1077,1257,743,Drain,in situ,upper drain fill,FALSE,29/06/2005,GML,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH05,1670,Deposit,TRUE,1174,1257,743,External area,in situ,wall / kerb - ext. for room 1174,FALSE,01/07/2005,GML,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH05,1672,Deposit,TRUE,1174,1257,743,External area,in situ,wall / kerb,FALSE,01/07/2005,GML,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH05,1683,Group,TRUE,1077,1257,743,Drain,in situ,primany drain fill,TRUE,04/07/2005,GML,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH06,1720,Deposit,TRUE,1683,1257,743,Drain,in situ,fill,TRUE,23/05/2006,ÓGS,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH06,1721,Deposit,TRUE,1683,1257,743,Drain,in situ,fill,TRUE,23/05/2006,ÓGS,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH06,1722,Deposit,TRUE,1683,1257,743,Drain,in situ,fill,TRUE,23/05/2006,ÓGS,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH06,1723,Deposit,TRUE,1683,1257,743,Drain,in situ,fill,TRUE,23/05/2006,ÓGS,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH06,1724,Deposit,TRUE,1683,1257,743,Drain,in situ,fill,TRUE,23/05/2006,ÓGS,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH06,1725,Deposit,TRUE,1683,1257,743,Drain,in situ,fill,TRUE,23/05/2006,ÓGS,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH06,1726,Deposit,TRUE,1683,1257,743,Drain,in situ,fill,TRUE,23/05/2006,ÓGS,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH06,1727,Deposit,TRUE,1683,1257,743,Drain,in situ,fill,FALSE,23/05/2006,ÓGS,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH06,1728,Deposit,TRUE,1683,1257,743,Drain,in situ,fill,FALSE,23/05/2006,ÓGS,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH06,1729,Deposit,TRUE,1683,1257,743,Drain,in situ,fill,TRUE,23/05/2006,ÓGS,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH06,1730,Deposit,TRUE,1683,1257,743,Drain,in situ,fill,TRUE,23/05/2006,ÓGS,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH06,1741,Group,TRUE,1077,1257,743,Drain,in situ,lower drain fill,TRUE,24/05/2006,ÓGS,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH06,1742,Deposit,TRUE,1741,1257,743,Drain,in situ,lower fill,TRUE,24/05/2006,ÓGS,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH06,1743,Deposit,TRUE,1741,1257,743,Drain,in situ,lower fill,TRUE,24/05/2006,ÓGS,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH06,1744,Deposit,TRUE,1741,1257,743,Drain,in situ,lower fill,TRUE,24/05/2006,ÓGS,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH06,1745,Deposit,TRUE,1741,1257,743,Drain,in situ,lower fill,TRUE,24/05/2006,ÓGS,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH06,1746,Deposit,TRUE,1741,1257,743,Drain,in situ,lower fill,TRUE,24/05/2006,ÓGS,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH06,1747,Deposit,TRUE,1741,1257,743,Drain,in situ,lower fill,TRUE,24/05/2006,ÓGS,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH06,1748,Deposit,TRUE,1741,1257,743,Drain,in situ,lower fill,TRUE,24/05/2006,ÓGS,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH06,1749,Deposit,TRUE,1741,1257,743,Drain,in situ,lower fill,TRUE,24/05/2006,ÓGS,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH06,1750,Deposit,TRUE,1741,1257,743,Drain,in situ,lower fill,TRUE,24/05/2006,ÓGS,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH06,1751,Deposit,TRUE,1741,1257,743,Drain,in situ,lower fill,TRUE,24/05/2006,ÓGS,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH06,1752,Deposit,TRUE,1741,1257,743,Drain,in situ,lower fill,TRUE,24/05/2006,ÓGS,C.3,1830,1850,1830-1850,1810-1870,Courtyard
SKH06,1778,Deposit,TRUE,1077,1257,743,Drain,in situ,part of wall? Side stones,FALSE,30/05/2006,ÓGS,C.3,1830,1850,1830-1850,1810-1870,Courtyard
