SiteCode,No,NoType,Assigned,GroupNo,Space,Area,Unit type,Unit entropy,Description,Sieved,Date,ID,Building Phases_Building Phase,Start Date,End Date,Real Date,Period_Date,Attribution
SKH06,2196,Deposit,TRUE,2188,2764,1293,Floor,in situ,fireplace construction in north-east corrner,FALSE,22/06/2006,EH,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
SKH06,2216,Deposit,TRUE,2190,2764,1293,Fireplace,in situ,comcact turf layer around western moer fireplace,FALSE,23/06/2006,EH,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
SKH06,2217,Deposit,TRUE,2189,2764,1293,Fireplace,in situ,stone construction of eastern fireplace,FALSE,23/06/2006,EH,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
SKH06,2218,Deposit,TRUE,2190,2764,1293,Fireplace,in situ,stone construction of wstern fireplace,FALSE,23/06/2006,EH,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
SKH06,2234,Deposit,TRUE,2188,2764,1293,Fireplace,disturbed,mixtere of fill and turf collapse,FALSE,23/06/2006,EH,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
SKH06,2243,Deposit,TRUE,1680,2764,1293,Floor,in situ,turf collapse with ironpanning,FALSE,26/06/2006,EH,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
SKH06,2247,Deposit,TRUE,1680,2764,1293,Floor,in situ,turfy layer up against northern wall,FALSE,26/06/2006,BL,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
SKH06,2303,Deposit,TRUE,2189,2764,1293,Fireplace,in situ,clear peatash dump,FALSE,29/06/2006,BL,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
SKH06,2312,Cut,TRUE,2189,2764,1293,Fireplace,in situ,cut benath peatash [2303],FALSE,29/06/2006,BL,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
SKH06,2486,Deposit,TRUE,2189,2764,1293,Fireplace,in situ,fill in small pit,FALSE,10/07/2006,EH,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
SKH06,2492,Cut,TRUE,2189,2764,1293,Fireplace,in situ,cut; same as 2605,FALSE,10/07/2006,EH,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
SKH07,2603,Cut,TRUE,2189,2764,1293,Fireplace,in situ,Possible cut for fireplace,FALSE,06/06/2007,LP,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
SKH07,2605,Cut,TRUE,2189,2764,1293,Fireplace,in situ,Cut for eastern fireplace,FALSE,06/06/2007,LP,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
SKH06,1718,Deposit,TRUE,1680,1680,1293,Wall,disorganized,mixed turf and stone collapse,FALSE,23/05/2006,EH,S17.8,1790,1830,1790-1830,1780-1840,Midden
SKH06,1732,Deposit,TRUE,1680,1680,1293,Midden,in situ,peatashy layer covering most of the room,FALSE,23/05/2006,EH/CKH,S17.8,1790,1830,1790-1830,1780-1840,Midden
SKH06,1735,Deposit,TRUE,1680,1680,1293,Wall,disorganized,turf collapse,FALSE,24/05/2006,CKH,S17.8,1790,1830,1790-1830,1780-1840,Midden
SKH06,1737,Deposit,TRUE,1680,1680,1293,Wall,disorganized,mixed collapse in [1680],FALSE,24/05/2006,CKH,S17.8,1790,1830,1790-1830,1780-1840,Midden
SKH06,1776,Deposit,TRUE,1680,1680,1293,Midden,in situ,peatash dump,FALSE,30/05/2006,CKH,S17.8,1790,1830,1790-1830,1780-1840,Midden
SKH06,1779,Deposit,TRUE,1680,1680,1293,Wall,disorganized,turf collapse,FALSE,30/05/2006,CKH,S17.8,1790,1830,1790-1830,1780-1840,Midden
SKH06,1856,Group,TRUE,1680,1680,1293,Midden,in situ,"peatash dump 1857,1858 + 1859",FALSE,01/06/2006,CKH,S17.8,1790,1830,1790-1830,1780-1840,Midden
SKH06,1857,Deposit,TRUE,1856,1680,1293,Midden,in situ,peatash dump,FALSE,01/06/2006,CKH,S17.8,1790,1830,1790-1830,1780-1840,Midden
SKH06,1858,Deposit,TRUE,1856,1680,1293,Midden,in situ,peatash dump,FALSE,01/06/2006,CKH,S17.8,1790,1830,1790-1830,1780-1840,Midden
SKH06,1859,Deposit,TRUE,1856,1680,1293,Midden,in situ,peatash dump,FALSE,01/06/2006,CKH,S17.8,1790,1830,1790-1830,1780-1840,Midden
SKH06,1860,Deposit,TRUE,1680,1680,1293,Wall,disorganized,turf collapse,FALSE,01/06/2006,CKH,S17.8,1790,1830,1790-1830,1780-1840,Midden
SKH06,1884,Group,TRUE,163,1884,1293,Building,in situ,earliest phase of room ? (earlier than hpase [1335]),FALSE,01/06/2006,UÆ/LP,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH06,1894,Deposit,TRUE,1884,1884,1293,Wall,in situ,original south wall of room,FALSE,02/06/2006,UÆ,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH06,2046,Deposit,TRUE,1884,1884,1293,Floor,in situ,stone platform at eastern of room [1884],FALSE,14/06/2006,UÆ/LP,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH06,2447,Group,TRUE,1884,1884,1293,Barrel Pit,in situ,barrel pit / sáfar,FALSE,06/07/2006,UÆ/OA,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH06,2452,Group,TRUE,1884,1884,743,Barrel Pit,in situ,pit wood lined in south weast corner of room [1884],FALSE,06/07/2006,ÓGS,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH06,2479,Deposit,TRUE,2452,1884,1293,Barrel Pit,in situ,wood base and stone in pit,FALSE,07/07/2006,OA,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH06,2480,Deposit,TRUE,2452,1884,1293,Barrel Pit,in situ,dark grey silt in base of pit,FALSE,07/07/2006,OA,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH06,2483,Cut,TRUE,2452,1884,1293,Barrel Pit,in situ,cut of pit (barel outline),FALSE,10/07/2006,OA,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH06,2484,Deposit,TRUE,1884,1884,1293,Floor,in situ,deposit cut by / filled in over barrel,FALSE,10/07/2006,OA,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH06,2488,Group,TRUE,1884,1884,1293,Drain,in situ,drain group,FALSE,10/07/2006,OA,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH06,2489,Deposit,TRUE,2488,1884,1293,Drain,in situ,capping (remains) for drain,FALSE,10/07/2006,OA,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH06,2493,Deposit,TRUE,2488,1884,1293,Drain,in situ,deposit in drain / flue / conduit,TRUE,10/07/2006,OA,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH06,2512,Deposit,TRUE,2493,1884,1293,Drain,in situ,drain fill  [2493]  - 1 m square,FALSE,10/07/2006,GML,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH06,2513,Deposit,TRUE,2493,1884,1293,Drain,in situ,drain fill [2493]  - 1 m square,FALSE,10/07/2006,OA,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH06,2514,Deposit,TRUE,2493,1884,1293,Drain,in situ,drain fill [2493]  - 1 m square,FALSE,10/07/2006,OA,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH06,2515,Deposit,TRUE,2493,1884,1293,Drain,in situ,drain fill [2493]  - 1 m square,FALSE,10/07/2006,OA,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH06,2516,Deposit,TRUE,2493,1884,1293,Drain,in situ,drain fill [2493]  - 1 m square,FALSE,10/07/2006,OA,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH06,2517,Deposit,TRUE,2493,1884,1293,Drain,in situ,drain fill [2493]  - 1 m square,FALSE,10/07/2006,OA,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH06,2518,Deposit,TRUE,2447,1884,1293,Barrel Pit,in situ,traces of wooden barrel - base + side,FALSE,10/07/2006,UÆ,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH06,2519,Deposit,TRUE,2447,1884,1293,Barrel Pit,in situ,clay lininge,FALSE,11/07/2006,UÆ,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH06,2530,Deposit,TRUE,3033,1884,1293,Barrel Pit,in situ,back fill inside of barrel 2 (older),FALSE,11/07/2006,UÆ,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH06,2544,Deposit,TRUE,2493,1884,1293,Drain,in situ,stone drain,FALSE,12/07/2006,OA,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH06,2554,Deposit,TRUE,1884,1884,1293,Floor,in situ,cobble stone floor,FALSE,13/07/2006,UÆ/OA,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH06,2555,Deposit,TRUE,2488,1884,1293,Drain,in situ,stone lined drain (north side of [1884]) cf mc + context sheet,FALSE,13/07/2006,OA,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH06,2556,Deposit,TRUE,1884,1884,1293,Floor,in situ,southern drain fill (possable) cf mc for [1884] - assoc with 2557,FALSE,13/07/2006,OA,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH06,2557,Deposit,TRUE,1884,1884,1293,Floor,in situ,southern wall or capstones cf mc for [1884],FALSE,13/07/2006,OA,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH06,2558,Deposit,TRUE,2447,1884,1293,Barrel Pit,in situ,back fill east of barrel (pit -1),FALSE,13/07/2006,UÆ,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH06,2559,Cut,TRUE,2447,1884,1293,Barrel Pit,in situ,Cut for pit [2447],FALSE,13/07/2006,UÆ,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH06,2562,Cut,TRUE,3033,1884,1293,Barrel Pit,in situ,Cut for earlier pit,FALSE,08/02/2007,SÞ,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH,3033,Group,TRUE,1884,1884,1293,Barrel Pit,in situ,"original barrel pit, cut by 2447",FALSE,,,S18.1,1670,1680,1670-1680,1660-1690,Pantry
SKH06,2369,Group,TRUE,1884,1884,1293,Floor,in situ,stone (flags + ppebbles) floor,FALSE,04/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2376,Deposit,TRUE,2369,1884,1293,Floor,in situ,flagstone floor - south,FALSE,04/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2377,Deposit,TRUE,2369,1884,1293,Floor,in situ,flagstone floor - center,FALSE,04/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2378,Deposit,TRUE,2369,1884,1293,Floor,in situ,flagstone floor - north,FALSE,04/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2382,Deposit,TRUE,2369,1884,1293,Floor,in situ,flagstone floor - south,FALSE,04/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2383,Deposit,TRUE,2369,1884,1293,Floor,in situ,flagstone floor - center,FALSE,04/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2384,Deposit,TRUE,2369,1884,1293,Floor,in situ,flatstone floor - north,FALSE,04/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2388,Deposit,TRUE,2369,1884,1293,Floor,in situ,flagstone wall - south,FALSE,04/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2389,Deposit,TRUE,2369,1884,1293,Floor,in situ,flagstone wall - center,FALSE,04/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2390,Deposit,TRUE,2369,1884,1293,Floor,in situ,flagstone wall - north,FALSE,04/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2404,Deposit,TRUE,2369,1884,1293,Floor,in situ,flagstone floor - south,FALSE,04/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2405,Deposit,TRUE,2369,1884,1293,Floor,in situ,flagstone floor - center,FALSE,04/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2406,Deposit,TRUE,2369,1884,1293,Floor,in situ,flagstone floor - north,FALSE,04/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2407,Deposit,TRUE,2369,1884,1293,Floor,in situ,flagstone floor - south,FALSE,04/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2408,Deposit,TRUE,2369,1884,1293,Floor,in situ,flagstone floor - center,FALSE,04/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2409,Deposit,TRUE,2369,1884,1293,Floor,in situ,flagstone floor - north,FALSE,04/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2412,Deposit,TRUE,2369,1884,1293,Floor,in situ,flagstone floor - south,FALSE,05/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2413,Deposit,TRUE,2369,1884,1293,Floor,in situ,flagstone floor - center,FALSE,05/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2414,Deposit,TRUE,2369,1884,1293,Floor,in situ,flagstone floor - north,FALSE,05/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2417,Deposit,TRUE,2369,1884,1293,Floor,in situ,flagstone floor - south,FALSE,05/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2418,Deposit,TRUE,2369,1884,1293,Floor,in situ,flagstone floor - center,FALSE,05/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2419,Deposit,TRUE,2369,1884,1293,Floor,in situ,flagstone floor - north,FALSE,05/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2421,Deposit,TRUE,2369,1884,1293,Floor,in situ,flagstone floor - south,FALSE,05/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2422,Deposit,TRUE,2369,1884,1293,Floor,in situ,flagstone floor - center,FALSE,05/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2423,Deposit,TRUE,2369,1884,1293,Floor,in situ,flagstone floor - north,FALSE,05/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2428,Deposit,TRUE,2369,1884,1293,Floor,in situ,flagstone floor - south,FALSE,05/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2429,Deposit,TRUE,2369,1884,1293,Floor,in situ,flagstone floor - center,FALSE,05/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2430,Deposit,TRUE,2369,1884,1293,Floor,in situ,flagstone floor - north,FALSE,05/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2432,Deposit,TRUE,2369,1884,1293,Floor,in situ,flagstone floor - south,FALSE,06/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2433,Deposit,TRUE,2369,1884,1293,Floor,in situ,flagstone floor - south,FALSE,06/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2434,Deposit,TRUE,2369,1884,1293,Floor,in situ,flagstone floor - north,FALSE,06/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2449,Deposit,TRUE,2369,1884,1293,Floor,in situ,=[2405] black silty clay in pit top,TRUE,06/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2456,Deposit,TRUE,2452,1884,161/743,Barrel Pit,in situ,turfy refill of pit south weast corner [1884],FALSE,07/07/2006,OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2461,Deposit,TRUE,2447,1884,1293,Barrel Pit,in situ,fill in pit - mixed turf,FALSE,07/07/2006,UÆ/OA,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2487,Deposit,TRUE,2447,1884,1293,Barrel Pit,in situ,fill (3rd) of barrel pit,FALSE,10/07/2006,UÆ,S18.2,1680,1690,1680-1690,1660-1690,Pantry
SKH06,2292,Group,TRUE,1884,1884,1293,Floor,in situ,another phase of floor in [1884],TRUE,28/06/2006,UÆ/LP,S18.3,1690,1700,1690-1700,1690-1720,Pantry
SKH06,2307,Deposit,TRUE,2292,1884,1293,Floor,in situ,western most 1m slot of floor - south,FALSE,29/06/2006,UÆ/LP,S18.3,1690,1700,1690-1700,1690-1720,Pantry
SKH06,2308,Deposit,TRUE,2292,1884,1293,Floor,in situ,western most 1m slot of floor - center,FALSE,29/06/2006,UÆ/LP,S18.3,1690,1700,1690-1700,1690-1720,Pantry
SKH06,2309,Deposit,TRUE,2292,1884,1293,Floor,in situ,western most 1m slot of floor - north,FALSE,29/06/2006,UÆ/LP,S18.3,1690,1700,1690-1700,1690-1720,Pantry
SKH06,2318,Deposit,TRUE,2292,1884,1293,Floor,in situ,"2 rowfrom w. of floor [2292], south square",FALSE,30/06/2006,UÆ/LP,S18.3,1690,1700,1690-1700,1690-1720,Pantry
SKH06,2319,Deposit,TRUE,2292,1884,1293,Floor,in situ,"2 rowfrom w. of floor [2292], middle square",FALSE,30/06/2006,UÆ/LP,S18.3,1690,1700,1690-1700,1690-1720,Pantry
SKH06,2320,Deposit,TRUE,2292,1884,1293,Floor,in situ,"2 rowfrom w. of floor [2292], middle square",FALSE,30/06/2006,UÆ/LP,S18.3,1690,1700,1690-1700,1690-1720,Pantry
SKH06,2336,Deposit,TRUE,2292,1884,1293,Floor,in situ,3rd slot from west - flagstones flore - south,FALSE,30/06/2006,UÆ/LP,S18.3,1690,1700,1690-1700,1690-1720,Pantry
SKH06,2337,Deposit,TRUE,2292,1884,1293,Floor,in situ,3rd slot from west - soil floor - center,FALSE,30/06/2006,UÆ/LP,S18.3,1690,1700,1690-1700,1690-1720,Pantry
SKH06,2338,Deposit,TRUE,2292,1884,1293,Floor,in situ,3rd slot from west - flagstones flore - north,FALSE,30/06/2006,UÆ/LP,S18.3,1690,1700,1690-1700,1690-1720,Pantry
SKH06,2352,Deposit,TRUE,2292,1884,1293,Floor,in situ,flagstones on the south side,FALSE,03/07/2006,UÆ/OA,S18.3,1690,1700,1690-1700,1690-1720,Pantry
SKH06,2353,Deposit,TRUE,2292,1884,1293,Floor,in situ,soil floor + flags in center,FALSE,03/07/2006,UÆ/OA,S18.3,1690,1700,1690-1700,1690-1720,Pantry
SKH06,2354,Deposit,TRUE,2292,1884,1293,Floor,in situ,flags on the north side,FALSE,03/07/2006,UÆ/OA,S18.3,1690,1700,1690-1700,1690-1720,Pantry
SKH06,2361,Deposit,TRUE,2292,1884,1293,Floor,in situ,flag + soil - south,FALSE,03/07/2006,UÆ/OA,S18.3,1690,1700,1690-1700,1690-1720,Pantry
SKH06,2362,Deposit,TRUE,2292,1884,1293,Floor,in situ,flags + soil floor - center,FALSE,03/07/2006,UÆ/OA,S18.3,1690,1700,1690-1700,1690-1720,Pantry
SKH06,2363,Deposit,TRUE,2292,1884,1293,Floor,in situ,flags + soil - north,FALSE,03/07/2006,UÆ/OA,S18.3,1690,1700,1690-1700,1690-1720,Pantry
SKH06,2364,Deposit,TRUE,2292,1884,1293,Floor,in situ,"flags + soil - south, tiny bitls",FALSE,03/07/2006,UÆ/OA,S18.3,1690,1700,1690-1700,1690-1720,Pantry
SKH06,2365,Deposit,TRUE,2292,1884,1293,Floor,in situ,"flags + soil - center, tiny bitls",FALSE,03/07/2006,UÆ/OA,S18.3,1690,1700,1690-1700,1690-1720,Pantry
SKH06,2366,Deposit,TRUE,2292,1884,1293,Floor,in situ,"flags + soil - south, tiny bitls",FALSE,03/07/2006,UÆ/OA,S18.3,1690,1700,1690-1700,1690-1720,Pantry
SKH06,2367,Deposit,TRUE,2292,1884,1293,Floor,in situ,"flags + soil - center, tiny bitls",FALSE,03/07/2006,UÆ/OA,S18.3,1690,1700,1690-1700,1690-1720,Pantry
SKH05,1697,Deposit,TRUE,1335,1335,1293,Wall,in situ,walls of room [1335],FALSE,04/07/2005,LP/UÆ,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH05,1703,Deposit,TRUE,1335,1335,1293,Wall,in situ,walls of room [1335],FALSE,06/07/2005,LP/UÆ,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2067,Group,TRUE,1884,1884,1293,Floor,in situ,stone flags ans soil floor in the middle,TRUE,15/06/2006,UÆ,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2068,Deposit,TRUE,2067,1884,1293,Floor,in situ,stone flag floor -south,TRUE,15/06/2006,UÆ,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2069,Deposit,TRUE,2067,1884,1293,Floor,in situ,soil floor in middle,TRUE,15/06/2006,UÆ,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2070,Deposit,TRUE,2067,1884,1293,Floor,in situ,stone flag floor - north,TRUE,15/06/2006,UÆ,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2118,Deposit,TRUE,2067,1884,1293,Floor,in situ,flagstone floor - south,TRUE,19/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2119,Deposit,TRUE,2067,1884,1293,Floor,in situ,soil florr in the midden,TRUE,19/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2120,Deposit,TRUE,2067,1884,1293,Floor,in situ,flagstone floor - north,TRUE,19/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2128,Deposit,TRUE,2067,1884,1293,Floor,in situ,flagstone floor - south,TRUE,20/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2129,Deposit,TRUE,2067,1884,1293,Floor,in situ,soil floor in the middle,TRUE,20/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2130,Deposit,TRUE,2067,1884,1293,Floor,in situ,flagstone floor - north,TRUE,20/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2138,Deposit,TRUE,2067,1884,1293,Floor,in situ,flagstone floor - south,FALSE,20/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2139,Deposit,TRUE,2067,1884,1293,Floor,in situ,soil floor in the middle of room,FALSE,20/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2140,Deposit,TRUE,2067,1884,1293,Floor,in situ,flagstone floor - north,FALSE,20/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2180,Deposit,TRUE,2067,1884,1293,Floor,in situ,flagstone floor  - south,TRUE,21/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2181,Deposit,TRUE,2067,1884,1293,Floor,in situ,soil floor,TRUE,21/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2182,Deposit,TRUE,2067,1884,1293,Floor,in situ,flagstone floor - north,TRUE,21/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2199,Deposit,TRUE,2067,1884,1293,Floor,in situ,flagstone floor - south,TRUE,22/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2200,Deposit,TRUE,2067,1884,1293,Floor,in situ,soil floor - in center,TRUE,22/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2201,Deposit,TRUE,2067,1884,1293,Floor,in situ,flagstone floor - north,TRUE,22/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2210,Deposit,TRUE,2067,1884,1293,Floor,in situ,flagstone floor south,TRUE,22/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2211,Deposit,TRUE,2067,1884,1293,Floor,in situ,soil floor - center,TRUE,22/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2212,Deposit,TRUE,2067,1884,1293,Floor,in situ,flagstone floor - north,TRUE,22/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2219,Deposit,TRUE,2067,1884,1293,Floor,in situ,flagstone floor - south,TRUE,23/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2220,Deposit,TRUE,2067,1884,1293,Floor,in situ,soil floor - center,TRUE,23/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2221,Deposit,TRUE,2067,1884,1293,Floor,in situ,flagstone floor - north,TRUE,23/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2239,Deposit,TRUE,2067,1884,1293,Floor,in situ,flagstone floor - south,TRUE,26/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2240,Deposit,TRUE,2067,1884,1293,Floor,in situ,soil floor - center,TRUE,26/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2241,Deposit,TRUE,2067,1884,1293,Floor,in situ,flagstone floor - north,TRUE,26/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2250,Deposit,TRUE,2067,1884,1293,Floor,in situ,flagstone floor - south,TRUE,26/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2251,Deposit,TRUE,2067,1884,1293,Floor,in situ,soil floor - center,TRUE,26/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2252,Deposit,TRUE,2067,1884,1293,Floor,in situ,flagstone floor - north,FALSE,26/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2272,Deposit,TRUE,2067,1884,1293,Floor,in situ,flagstone floor - south,TRUE,27/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2273,Deposit,TRUE,2067,1884,1293,Floor,in situ,soil floor - middle,TRUE,27/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,2274,Deposit,TRUE,2067,1884,1293,Floor,in situ,flagstone floor - north,TRUE,27/06/2006,UÆ/LP,S18.4,1700,1740,1700-1740,1690-1750,Pantry
SKH06,1885,Group,TRUE,1884,1884,1293,Floor,in situ,floor,FALSE,01/06/2006,UÆ/LP,S18.5,1740,1760,1740-1760,1720-1780,Pantry
SKH06,1886,Deposit,TRUE,1885,1884,1293,Floor,in situ,flagstone floor: south side,FALSE,01/06/2006,UÆ/LP,S18.5,1740,1760,1740-1760,1720-1780,Pantry
SKH06,1887,Deposit,TRUE,1885,1884,1293,Floor,in situ,floor (soil floor in the middle),FALSE,01/06/2006,UÆ/LP,S18.5,1740,1760,1740-1760,1720-1780,Pantry
SKH06,1888,Deposit,TRUE,1885,1884,1293,Floor,in situ,flagstone floor: north side,FALSE,02/06/2006,UÆ/LP,S18.5,1740,1760,1740-1760,1720-1780,Pantry
SKH06,1912,Deposit,TRUE,1886,1884,1293,Floor,in situ,flagstone in floor [1886],FALSE,07/06/2006,UÆ/LP,S18.5,1740,1760,1740-1760,1720-1780,Pantry
