ID1,ID,Find No,Button  No,Context No,Photo/Drawing,Material,Type,Composition,Joning (composite),Completeness,Condition,Shape,Typology,Size,Attachment,Number of holes,Hole alignment,Decoration method,hole profile,Shank-type,Colour,Decoration design,Gilt,Backstampe,Note,Building Phase,Start Date,End Date,Real Date,Period_Date,Attribution
146,269,7432,269,1630,y,copper alloy,cast,solid,,complete,good,flat disc,A2,2.3,shanked,,,moulded,,cast (wedge),,decoratin with inner cirles and beabed edge -same decoration as on button 264- Bailey bls 70 mynd 9.228,,,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
147,326,10198,326,1970,n,copper alloy,cast,solid,,complete,good,flat disc,A2,1.5,shanked,,,undecorated,,cast (wedge),,,,,,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
148,335,10225,335,2102,n,copper alloy,cast,solid,,complete,good,flat disc,A2,2.4,shanked,,,undecorated,,soldered (alpha),,,,,,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
149,377,13838,377,2644,y,copper alloy,cast,solid,,complete,good,flat disc,A2,1.4,shanked,,,moulded,,cast (wedge),,flower,yes,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
150,381,13802,381,2649,y,copper alloy,cast,solid,,complete,good,flat disc,A2,1.6,shanked,,,moulded,,cast (wedge),,flowe,,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
151,719,13840,719,2686,y,Copper alloy,cast,solid,,complete,good,flat disc,A2,1.2,shanked,,,moulded,,cast (loop),,Flower/star pattern,,,Similar as 710,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
152,718,13770,718,2823,y,Copper alloy,cast,solid,,complete,good,flat disc,A2,1.6,shanked,,,undecorated,,cast (wedge),,,,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
153,664,16773,664,2832,n,copper alloy,cast,solid,,complete,good,flat disc,A2,1.3,shanked,,,moulded,,cast (loop),,flower,,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
154,710,13800,710,2872,y,copper alloy,cast,solid,,incomplete,good,flat disc,A2,1.4,shanked,,,moulded,,cast (loop),,Flower/star pattern with circle around the edge,,,"The shank is missing, (possible cast (loop) - Similar as 719",S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
155,716,14976,716,2831,y,lead,cast,solid,,complete,good,flat disc,A2,1.2,shanked,,,moulded,,cast (wedge),,"Small boss in the central, out from there are eight lines that goes half the way out, dots between the lines and a circle around the lines.",,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
156,41,542,41,37,n,pewter,cast,solid,,incomplete,very poor,flat disc,A2,,shanked,,,uncertain,,cast (wedge),,in many small pices,,,,S20.6,,1790,1790,1780-1810,School Dormitory
157,192,3773,192,107,n,pewter,cast,solid,,complete,good,flat disc,A2,1.5,shanked,,,undecorated,,soldered (alpha),,,,,,,,,,,
158,89,1441,89,298,y,pewter,cast,solid,,incomplete,good,flat disc,A2,,shanked,,,moulded,,cast (loop),,flower?,,,same pattern on nr 109,S5.5,1800,1830,1800-1830,1780-1840,Pantry/Study & Library
159,84,1952,84,362,n,pewter,cast,solid,,complete,good,flat disc,A2,1.2,shanked,,,moulded,,cast (loop),,star with a central boss in it - edge circle,,,,S5.4,1780,1800,1780-1800,1780-1810,Pantry/Study & Library
160,109,2018,109,379,y,pewter,cast,solid,,complete,good,flat disc,A2,1.7,shanked,,,moulded,,cast (loop),,flower,,,same pattern on nr 89,S5.4,1780,1800,1780-1800,1780-1810,Pantry/Study & Library
161,203,3631,203,891,n,pewter,cast,solid,,complete,good,flat disc,A2,1.6,shanked,,,undecorated,,cast (wedge),,,,,,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
162,174,3630,174,902,y,pewter,cast,solid,,complete,good,flat disc,A2,1.5,shanked,,,moulded,,cast (wedge),,flower pttern,yes,,,S30.2,1720,1740,1720-1740,1720-1750,School Master's House
163,209,3578,209,958,y,pewter,cast,solid,,complete,good,flat disc,A2,1.4,shanked,,,moulded,,cast (wedge),,eight-pointed flower,,,,S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
164,202,3714,202,964,y,pewter,cast,solid,,complete,good,flat disc,A2,1.8,shanked,,,moulded,,cast (wedge),,central dot in the middle,,,,S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
165,163,3607,163,1013,n,pewter,cast,solid,,complete,good,flat disc,A2,2.4,shanked,,,undecorated,,cast (wedge),,,,,,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
166,221,8723,221,1362,y,pewter,cast,solid,,complete,good,flat disc,A2,2.2,shanked,,,moulded,,cast (wedge),,central dot with circle on the edge,,,,S18.8,1790,1830,1790-1830,1780-1840,Midden
167,264,7334,264,1448,y,pewter,cast,solid,,complete,good,flat disc,A2,2.2,shanked,,,moulded,,cast (wedge),,decoratin with inner cirles and beabed edge - same decoration as on button 269 - Bailey bls 70 mynd 9.228,,,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
168,236,7461,236,1679,y,pewter,cast,solid,,incomplete,good,flat disc,A2,1.2,shanked,,,moulded,,cast (wedge),,central boss with flower around,,,,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
169,250,7465,250,1687,n,pewter,cast,solid,,complete,good,flat disc,A2,1.9,shanked,,,moulded,,cast (wedge),,central dot with circle on the edge,,,,S18.6,1760,1770,1760-1770,1750-1780,Pantry
170,331,10213,331,2044,y,pewter,cast,solid,,complete,good,flat disc,A2,2.4,shanked,,,undecorated,,cast (wedge),,,,,,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
171,298,10261,298,2195,n,pewter,cast,solid,,complete,good,flat disc,A2,2,shanked,,,undecorated,,soldered (alpha),,,yes,,,C.2,1720,1830,1720-1830,1720-1840,Courtyard
172,316,10269,316,2215,y,pewter,cast,solid,,complete,good,flat disc,A2,1.3,shanked,,,moulded,,soldered (alpha),,central dot surrounded by circle and another two circles on the egde,,,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
173,678,16774,678,2836,y,pewter,cast,solid,,complete,good,flat disc,A2,1.4,shanked,,,moulded,,cast (wedge),,six leaf flower,,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
174,56,539,56,34,n,copper alloy,cast,solid,,incomplete,poor,flat disc,A2,1.5,,,,uncertain,,,,,,,,S33.1,1880,1952,1880-1952,1870-1960,Stables
175,53,546,53,38,y,copper alloy,cast,solid,,incomplete,good,flat disc,A2,1.2,,,,moulded,,,,five arm star with decorated border,,,,S32.1,1850,1890,1850-1890,1840-1900,Forge
176,95,1388,95,268,n,copper alloy,cast,solid,,complete,good,flat disc,A2,1.3,,,,undecorated,,,,,,,,S5.4,1780,1800,1780-1800,1780-1810,Pantry/Study & Library
177,105,1631,105,330,n,copper alloy,cast,solid,,incomplete,poor,flat disc,A2,1.5,,,,uncertain,,,,,,,,S7.5,,1890,1890,1870-1900,Vestibule & Corridor
178,182,3598,182,829,n,copper alloy,cast,solid,,incomplete,poor,flat disc,A2,2.2,,,,undecorated,,,,,,,,C.4,1850,1890,1850-1890,1840-1900,Courtyard
179,161,3634,161,866,n,copper alloy,cast,solid,,complete,good,flat disc,A2,1.1,,,,undecorated,,,,,,,,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
180,191,3629,191,893,n,copper alloy,cast,solid,,incomplete,very poor,flat disc,A2,1.3,,,,uncertain,,,,,,,very corrosion,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
181,177,3573,177,946,n,copper alloy,cast,solid,,incomplete,poor,flat disc,A2,1.6,,,,uncertain,,,,,,,realy thin button,S7.4,1840,1890,1840-1890,1840-1900,Vestibule & Corridor
182,144,3743,144,965,Y,copper alloy,cast,solid,,incomplete,very poor,flat disc,A2,,,,,moulded,,,,five petal,,,very corrosion,S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
183,195,3687,195,1063,n,copper alloy,cast,solid,,incomplete,good,flat disc,A2,1.4,,,,undecorated,,,,,,,,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
184,164,3761,164,1215,y,copper alloy,cast,solid,,complete,good,flat disc,A2,1.8,,,,,,,,small sunburst pattern in the center and decorated border,,,realy thin button,S7.2,1760,1800,1760-1800,1750-1810,Vestibule & Corridor
185,279,7255,279,1289,y,copper alloy,cast,solid,,complete,good,flat disc,A2,1.5,,,,moulded,,,,flower,,,,MB.3,1880,1930,1880-1930,1870-1930,Midden Zone B
186,281,7319,281,1398,y,copper alloy,cast,solid,,complete,good,flat disc,A2,1.8,,,,moulded,,,,central boss,,,,S11.2,1720,1730,1720-1730,1720-1750,Priests Living Quarters
187,282,7323,282,1412,y,copper alloy,cast,solid,,complete,good,flat disc,A2,1.2,,,,engraved,,,,flower,,,,S18.8,1790,1830,1790-1830,1780-1840,Midden
188,230,7466,230,1690,n,copper alloy,cast,solid,,incomplete,good,flat disc,A2,1.3,,,,undecorated,,,,,,,possibly just a part of a button - possibly textile cover mising,S7.2,1760,1800,1760-1800,1750-1810,Vestibule & Corridor
189,337,10156,337,1743,n,copper alloy,cast,solid,,incomplete,very poor,flat disc,A2,,,,,uncertain,,,,,,,,C.3,1830,1850,1830-1850,1810-1870,Courtyard
190,329,10186,329,1913,n,copper alloy,cast,solid,,incomplete,poor,flat disc,A2,,,,,undecorated,,,,,,,not sure if it is a button,S18.5,1740,1760,1740-1760,1720-1780,Pantry
191,301,10192,301,1928,n,copper alloy,cast,solid,,incomplete,good,flat disc,A2,1.4,,,,undecorated,,,,,,,rather deformed,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
192,311,10203,311,1983,n,copper alloy,cast,solid,,incomplete,poor,flat disc,A2,1.9,,,,undecorated,,,,,,,,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
193,332,10210,332,2030,n,copper alloy,cast,solid,,complete,good,flat disc,A2,1.3,,,,undecorated,,,,,,,,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
194,680,16771,680,2665,n,copper alloy,cast,solid,,complete,poor,flat disc,A2,1.1,,,,moulded,,,,five leaf flower,,,,S17.4,1710,1720,1710-1720,1690-1720,Meat Store
195,663,16767,663,2705,n,copper alloy,cast,solid,,complete,good,flat disc,A2,1.3,,,,moulded,,,,six leaf flower,,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
196,379,13876,379,1,y,pewter,cast,solid,,complete,good,flat disc,A2,2,,,,moulded,,,,central hole? And six holes around,,,,LH,,1958,1958,1930-1960,Levelling Horizon
197,126,660,126,29,n,pewter,cast,solid,,incomplete,very poor,flat disc,A2,,,,,uncertain,,,,,,,very bad corrosion - not sure if it is flat or curved,S20.6,,1790,1790,1780-1810,School Dormitory
198,45,665,45,88,n,pewter,cast,solid,,complete,good,flat disc,A2,2,,,,undecorated,,,,,,,,S21.5,,1790,1790,1780-1810,School Room
199,29,570,29,108,n,pewter,cast,solid,,complete,good,flat disc,A2,2,,,,undecorated,,,,,,,,S29.1,1780,1800,1780-1800,1780-1810,Infirmary
200,127,571,127,116,n,pewter,cast,solid,,incomplete,very poor,flat disc,A2,,,,,uncertain,,,,,,,very bad corrosion - not sure if it is flat or curved,S20.4,1750,1770,1750-1770,1750-1780,School Dormitory
201,75,1516,75,303,n,pewter,cast,solid,,incomplete,poor,flat disc,A2,,,,,moulded,,,,circle near middle with lines from the middle - around the cirlce are rouletted pattern,,,,S8.3,1800,1850,1800-1850,1780-1870,Nursery/Private Chambers
202,122,1620,122,334,n,pewter,cast,solid,,incomplete,very poor,flat disc,A2,,,,,uncertain,,,,,,,very bad corrosion - not sure if it is flat or curved,S8.2,1750,1800,1750-1800,1750-1810,Nursery/Private Chambers
203,125,2734,125,582,n,pewter,cast,solid,,incomplete,very poor,flat disc,A2,,,,,uncertain,,,,,,,very bad corrosion - not sure if it is flat or curved,S15.3,1800,1850,1800-1850,1780-1810,Wheystore
204,118,2900,118,633,y,pewter,cast,solid,,complete,good,flat disc,A2,1.7,,,,moulded,,,,lines and pyramids?,,,,S5.4,1780,1800,1780-1800,1780-1810,Pantry/Study & Library
205,185,3636,185,902,n,pewter,cast,solid,,complete,good,flat disc,A2,1.7,,,,moulded,,,,cross at the center,,,,S30.2,1720,1740,1720-1740,1720-1750,School Master's House
206,188,3635,188,939,n,pewter,cast,solid,,incomplete,good,flat disc,A2,2.4,,,,undecorated,,,,,,,,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
207,193,3691,193,1071,n,pewter,cast,solid,,incomplete,good,flat disc,A2,1.8,,,,undecorated,,,,,,,,MC.3,1750,1900,1750-1900,1750-1810,Midden Zone C
208,263,7264,263,1319,y,pewter,cast,solid,,incomplete,good,flat disc,A2,1.4,,,,moulded,,,,flower in the center and eight medium dotts around,,,,S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
209,234,7281,234,1346,n,pewter,cast,solid,,incomplete,poor,flat disc,A2,1.5,,,,uncertain,,,,,,,not sure if it is a button or not?,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
210,220,7364,220,1506,n,pewter,cast,solid,,incomplete,very poor,flat disc,A2,,,,,,,,,,,,,S19.1,1730,1770,1730-1770,1720-1780,School Refectory
211,229,7383,229,1549,y,pewter,cast,solid,,complete,good,flat disc,A2,1.4,,,,moulded,,,,central boss with flower around,,,,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
212,222,7397,222,1595,n,pewter,cast,solid,,complete,good,flat disc,A2,1.5,,,,moulded,,,,eight point sun,,,,S18.7,1770,1790,1770-1790,1750-1810,Pantry
213,338,10324,338,2380,n,pewter,cast,solid,,incomplete,poor,flat disc,A2,1.5,,,,moulded,,,,central boss with radiate lines,,,,S8.2,1750,1800,1750-1800,1750-1810,Nursery/Private Chambers
214,348,10373,348,2470,n,pewter,cast,solid,,complete,good,flat disc,A2,1.8,,,,undecorated,,,,,,,,S8.1,1720,1750,1720-1750,1720-1750,Nursery
215,369,14946,369,2643,n,pewter,cast,solid,,complete,good,flat disc,A2,1.4,,,,undecorated,,,,,,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
216,365,14965,365,2823,n,pewter,cast,solid,,complete,good,flat disc,A2,1.4,,,,moulded,,,,central circle in the middle and another circle on the edge,,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
217,359,14917,359,2904,y,pewter,cast,solid,,complete,good,flat disc,A2,1.2,,,,moulded,,,,flower?,,,,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
218,213,3582,213,775,y,copper alloy,cast,solid,,complete,poor,curved disc,A3,1.7,shanked,,,moulded,,cast (wedge),,unclear,,unclear letters,part of textile with it,S7.2,1760,1800,1760-1800,1750-1810,Vestibule & Corridor
219,57,535,57,27,y,copper alloy,cast,solid,,complete,good,curved disc,A3,1.5,shanked,,,moulded,,cast (wedge),,central boss with radiate lines,,,,S33.1,1880,1952,1880-1952,1870-1960,Stables
220,59,535,59,27,y,copper alloy,cast,solid,,complete,good,curved disc,A3,1.5,shanked,,,moulded,,cast (wedge),,floral,,,,S33.1,1880,1952,1880-1952,1870-1960,Stables
221,24,548,24,54,n,copper alloy,cast,solid,,complete,good,curved disc,A3,1.4,shanked,,,moulded,,cast (wedge),,small central boss with radiate lines,,,,S20.5,1770,1790,1770-1790,1750-1810,School Dormitory
222,27,372,27,54,y,copper alloy,cast,solid,,complete,good,curved disc,A3,2.2,shanked,,,moulded,,cast (wedge),,"four-pointed central petal við one arrow, decorated border",,,,S20.5,1770,1790,1770-1790,1750-1810,School Dormitory
223,3,558,3,85,y,copper alloy,cast,solid,,complete,good,curved disc,A3,1.5,shanked,,,moulded,,cast (wedge),,edge cyrcle,,,,S21.5,,1790,1790,1780-1810,School Room
224,9,565,9,94,y,copper alloy,cast,solid,,complete,good,curved disc,A3,2,shanked,,,moulded,,soldered,,six circle around one cirlcle in the middle,,,,S21.5,,1790,1790,1780-1810,School Room
225,69,1431,69,296,y,copper alloy,cast,solid,,complete,good,curved disc,A3,2.1,shanked,,,moulded,,cast (wedge),,dots-box in middle with four wave around - lines on edge,,,,S13.3,1800,1830,1800-1830,1780-1840,Main Corridor
226,119,2863,119,612,y,copper alloy,cast,solid,,complete,good,curved disc,A3,1.5,shanked,,,moulded,,cast (wedge),,concentric in the middle,,,,S29.1,1780,1800,1780-1800,1780-1810,Infirmary
227,138,3582,138,775,n,copper alloy,cast,solid,,complete,good,curved disc,A3,1.7,shanked,,,undecorated,,cast (wedge),,,,,possbly textile with it,S7.2,1760,1800,1760-1800,1750-1810,Vestibule & Corridor
228,136,3730,136,988,y,copper alloy,cast,solid,,complete,good,curved disc,A3,1.5,shanked,,,moulded,,soldered (alpha),,central boss with flower around - on the edge two chain of wave,yes,,,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
229,142,3690,142,1066,n,copper alloy,cast,solid,,complete,poor,curved disc,A3,2,shanked,,,moulded,,cast (loop),,concave in middle - edge circle,,,,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
230,262,7419,262,1627,n,copper alloy,cast,solid,,complete,good,curved disc,A3,1.4,shanked,,,moulded,,cast (wedge),,central boss with radiate lines,,,,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
231,272,7423,272,1627,n,copper alloy,cast,solid,,complete,good,curved disc,A3,1.9,shanked,,,moulded,,cast (wedge),,central dot with circle on the edge,,,,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
232,239,7441,239,1630,y,copper alloy,cast,solid,,complete,good,curved disc,A3,1.2,shanked,,,engraved,,soldered (alpha),,four blade flower,,,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
233,310,10321,310,2380,n,copper alloy,cast,solid,,complete,good,curved disc,A3,2.1,shanked,,,moulded,,cast (wedge),,central dot with circle on the edge,,,textile enwrap around the shank,S8.2,1750,1800,1750-1800,1750-1810,Nursery/Private Chambers
234,705,10378,705,2473,y,copper alloy,cast,solid,,complete,poor,curved disc,A3,2.3,shanked,,,moulded,,cast (wedge),,Face with dots aaround on the egde (man on the moon),,,intresting,S8.1,1720,1750,1720-1750,1720-1750,Nursery
235,669,16786,669,2780,n,copper alloy,cast,solid,,complete,good,curved disc,A3,1.4,shanked,,,moulded,,cast (wedge),,central boss with radiate lines,,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
236,685,16783,685,2788,n,copper alloy,cast,solid,,complete,good,curved disc,A3,1.3,shanked,,,moulded,,cast (loop),,"central boss with five leaf flower around, the leafs have radiate lines",,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
237,380,14935,380,2813,y,copper alloy,cast,solid,,complete,good,curved disc,A3,1.8,shanked,,,moulded,,cast (loop),,five circles,possible,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
238,627,664,627,88,y,pewter,cast,solid,,complete,good,curved disc,A3,2.2,shanked,,,moulded,,cast (loop),,central dot with circle on the edge,,,,S21.5,,1790,1790,1780-1810,School Room
239,88,1995,88,379,n,pewter,cast,solid,,complete,good,curved disc,A3,1.4,shanked,,,undecorated,,cast (wedge),,,,,,S5.4,1780,1800,1780-1800,1780-1810,Pantry/Study & Library
240,114,2618,114,542,y,pewter,cast,solid,,complete,good,curved disc,A3,2,shanked,,,moulded,,cast (loop),,central boss with swirl lines,,,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
241,130,3641,130,902,y,pewter,cast,solid,,complete,good,curved disc,A3,1.5,shanked,,,moulded,,cast (wedge),,central boss with radiate lines,,,,S30.2,1720,1740,1720-1740,1720-1750,School Master's House
242,141,3609,141,988,y,pewter,cast,solid,,complete,good,curved disc,A3,1.6,shanked,,,moulded,,cast (wedge),,central boss with radiate lines,yes,,,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
243,145,3729,145,988,n,pewter,cast,solid,,complete,good,curved disc,A3,2,shanked,,,moulded,,cast (loop),,swirl pattern,,,,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
244,721,3674,721,1034,y,pewter,cast,solid,,complete,poor,curved disc,A3,1.5,shanked,,,moulded,,soldered (alpha),,Boss in the central with flower decoration around. Between the leafs are net-pattern,,,,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
245,734,3766,734,1157,n,pewter,cast,solid,,complete,good,curved disc,A3,1.8,shanked,,,moulded,,cast (wedge),,cicle (pellet) in the central with a circle on the edge/border,,,,S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
246,267,7262,267,1316,n,pewter,cast,solid,,complete,good,curved disc,A3,1.6,shanked,,,moulded,,soldered (alpha),,central boss with radiate lines,,,,S18.8,1790,1830,1790-1830,1780-1840,Midden
247,276,7299,276,1362,n,pewter,cast,solid,,complete,good,curved disc,A3,1.6,shanked,,,moulded,,cast (wedge),,central dot with circle on the edge,,,,S18.8,1790,1830,1790-1830,1780-1840,Midden
248,255,7324,255,1415,n,pewter,cast,solid,,complete,good,curved disc,A3,1.7,shanked,,,moulded,,cast (wedge),,central boss with radiate lines,,,,S7.2,1760,1800,1760-1800,1750-1810,Vestibule & Corridor
249,248,7328,248,1424,n,pewter,cast,solid,,complete,good,curved disc,A3,1.3,shanked,,,engraved,,soldered (alpha),,five blade flower,,,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
250,702,7330,702,1428,y,pewter,cast,solid,,complete,good,curved disc,A3,2.6,shanked,,,moulded,,cast (wedge),,cast moulded - edge circle,,,,C.4,1850,1890,1850-1890,1840-1900,Courtyard
251,261,7362,261,1505,n,pewter,cast,solid,,complete,good,curved disc,A3,2,shanked,,,moulded,,cast (wedge),,central dot with circle on the edge,,,,S19.1,1730,1770,1730-1770,1720-1780,School Refectory
252,232,7442,232,1630,n,pewter,cast,solid,,complete,good,curved disc,A3,1.5,shanked,,,moulded,,cast (wedge),,central boss,,,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
253,243,7440,243,1630,n,pewter,cast,solid,,complete,good,curved disc,A3,1.4,shanked,,,moulded,,cast (wedge),,uncertain,,,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
254,328,10153,328,1714,n,pewter,cast,solid,,incomplete,poor,curved disc,A3,,shanked,,,uncertain,,soldered (alpha),,,,,,S18.6,1760,1770,1760-1770,1750-1780,Pantry
255,300,10261,300,2195,y,pewter,cast,solid,,complete,good,curved disc,A3,2.3,shanked,,,moulded,,cast (wedge),,face,,,,C.2,1720,1830,1720-1830,1720-1840,Courtyard
256,303,12485,303,2527,n,pewter,cast,solid,,complete,good,curved disc,A3,1,shanked,,,undecorated,,soldered (alpha),,,,,,S10.1,1700,1740,1700-1740,1690-1750,Kitchen
257,357,14981,357,2650,n,pewter,cast,solid,,complete,good,curved disc,A3,1.2,shanked,,,undecorated,,cast (loop),,,,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
258,686,16782,686,2692,n,pewter,cast,solid,,complete,good,curved disc,A3,1.1,shanked,,,undecorated,,soldered (alpha),,,,,,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
259,689,16768,689,2695,y,pewter,cast,solid,,complete,good,curved disc,A3,1,shanked,,,moulded,,cast (loop),,central boss with five doblue waves on the edge,,,same pattern as on button 694,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
260,681,16765,681,2709,y,pewter,cast,solid,,complete,good,curved disc,A3,2.2,shanked,,,moulded,,soldered (alpha),,central boss with radiate lines,,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
261,683,16777,683,2789,n,pewter,cast,solid,,complete,good,curved disc,A3,1.1,shanked,,,uncertain,,soldered (alpha),,,,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
262,694,16775,694,2827,y,pewter,cast,solid,,complete,good,curved disc,A3,1.1,shanked,,,moulded,,soldered (alpha),,central boss with five doblue waves on the edge,,,same pattern as on button 689,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
263,390,13783,390,2831,n,pewter,cast,solid,,complete,good,curved disc,A3,1.6,shanked,,,moulded,,soldered (alpha),,central boss with swril decoration,,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
264,665,16773,665,2832,n,pewter,cast,solid,,complete,good,curved disc,A3,1.1,shanked,,,undecorated,,cast (loop),,,,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
265,692,16769,692,2832,y,pewter,cast,solid,,complete,good,curved disc,A3,1.2,shanked,,,moulded,,soldered (alpha),,central boss with flower shape on the button it self,,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
266,706,13835,706,2832,y,pewter,cast,solid,,incomplete,good,curved disc,A3,2.2,shanked,,,moulded,,,gylted - brownish,Rounded spiral with a low boss in the central,yes,,"The shank is missing, possible cast (loop)",S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
267,670,16778,670,2838,n,silver,cast,solid,,complete,good,curved disc,A3,1,shanked,,,undecorated,,soldered (alpha),,,,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
268,135,3759,135,1211,n,copper alloy,cast,solid,,complete,good,curved disc,A3,2.1,,,,undecorated,,,,,,,with textile,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
269,270,7450,270,1646,n,copper alloy,cast,solid,,complete,good,curved disc,A3,1.9,,,,engraved,,,,small lines on the border,,,,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
270,364,14965,364,2823,n,copper alloy,cast,solid,,complete,good,curved disc,A3,1.1,,,,undecorated,,,,,,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
271,688,16763,688,2839,y,copper alloy,cast,solid,,complete,poor,curved disc,A3,1.3,,,,moulded,,,,Squere box  with cross in it and decoration,,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
272,63,535,63,27,n,pewter,cast,solid,,incomplete,poor,curved disc,A3,1.5,,,,uncertain,,,,,,,,S33.1,1880,1952,1880-1952,1870-1960,Stables
273,48,662,48,69,n,pewter,cast,solid,,incomplete,very poor,curved disc,A3,,,,,,,,,,,,,S20.5,1770,1790,1770-1790,1750-1810,School Dormitory
274,42,669,42,149,n,pewter,cast,solid,,incomplete,poor,curved disc,A3,,,,,engraved,,,,five petal - flower,,,,S21.3,1750,1770,1750-1770,1750-1780,School Room
275,92,2511,92,448,n,pewter,cast,solid,,incomplete,poor,curved disc,A3,1.2,,,,uncertain,,,,,,,,S20.2,1670,1700,1670-1700,1660-1720,School Dormitory
276,128,3589,128,853,n,pewter,cast,solid,,incomplete,very poor,curved disc,A3,,,,,uncertain,,,,,,,very bad corrosion - not sure if it is flat or curved,S22.3,1730,1750,1730-1750,1720-1750,Assistant Teachers Quarters
277,129,3700,129,1050,y,pewter,cast,solid,,complete,good,curved disc,A3,1.3,,,,undecorated,,,,very small centra boss,,,,MB.2,1830,1850,1830-1850,1810-1870,Midden Zone B
278,249,7291,249,1359,n,pewter,cast,solid,,complete,good,curved disc,A3,1.1,,,,uncertain,,,,,,,,S6.1,1720,1760,1720-1760,1720-1780,Bishops Living Quarters
279,235,7456,235,1657,n,pewter,cast,solid,,complete,good,curved disc,A3,1.4,,,,uncertain,,,,,,,,S11.1,1690,1720,1690-1720,1690-1720,Living Quarters
280,237,7460,237,1679,n,pewter,cast,solid,,complete,good,curved disc,A3,1.5,,,,undecorated,,,,,,,,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
281,293,10262,293,2195,y,pewter,cast,solid,,complete,good,curved disc,A3,1.6,,,,moulded,,,,horse,,,,C.2,1720,1830,1720-1830,1720-1840,Courtyard
