ID1,ID,Find No,Button  No,Context No,Photo/Drawing,Material,Type,Composition,Joning (composite),Completeness,Condition,Shape,Typology,Size,Attachment,Number of holes,Hole alignment,Decoration method,hole profile,Shank-type,Colour,Decoration design,Gilt,Backstampe,Note,Building Phase,Start Date,End Date,Real Date,Period_Date,Attribution
418,74,1358,74,254,n,copper alloy,Sheet,composite,soldered,incomplete,good,curved disc,B3,1.2,shanked,,,moulded,,cast (wedge),,uncertain,,,two pices but from the same button,C.4,1850,1890,1850-1890,1840-1900,Courtyard
419,274,7333,274,1446,n,copper alloy,Sheet,composite,soldered,incomplete,poor,curved disc,B3,2.1,shanked,,,moulded,,soldered (alpha),,central dot with uncertain lains - rather unclear pattern,,,the cover are in eight pices but it fits to the back,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
420,115,1612,115,334,y,pewter,Sheet,composite,soldered,complete,good,curved disc,B3,1.6,shanked,,,moulded,,soldered (alpha),,central boss with radiate lines,,,,S8.2,1750,1800,1750-1800,1750-1810,Nursery/Private Chambers
421,625,7345,625,1461,n,pewter,Sheet,composite,,complete,good,curved disc,B3,1.9,shanked,,,moulded,,cast (wedge),,central dot with circle on the edge,,,,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
422,534,1349,534,175,y,wood-copper,Sheet,composite,,complete,good,curved disc,B3,2.3,shanked,1,,undecorated,,soldered (alpha),,,,,type 1 button core - nice as shows shank in situ but textile? Jacket gone,S9.1,1740,1800,1740-1800,1750-1810,Living Quarters
423,37,542,37,37,n,copper alloy,Sheet,composite,soldered,incomplete,good,curved disc,B3,2,,,,undecorated,,,,,,,,S20.6,,1790,1790,1780-1810,School Dormitory
424,101,2321,101,395,n,copper alloy,Sheet,composite,soldered,incomplete,poor,curved disc,B3,1.5,,,,uncertain,,,,central boss,,,,S20.2,1670,1700,1670-1700,1660-1720,School Dormitory
425,201,3688,201,1066,y,copper alloy,Sheet,composite,soldered,incomplete,good,curved disc,B3,1.8,,,,moulded,,,,flower in the center and fæover aorund,,,the button are in three pices,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
426,244,7265,244,1322,y,copper alloy,Sheet,composite,soldered,complete,poor,curved disc,B3,1.8,,,,moulded,,,,circle with flower? Inside,,,,S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
427,223,7393,223,1590,n,copper alloy,Sheet,composite,soldered,incomplete,very poor,curved disc,B3,2,,,,moulded,,,,franch pattern?,,,very corrosion,S18.7,1770,1790,1770-1790,1750-1810,Pantry
428,297,10267,297,2215,y,copper alloy,Sheet,composite,soldered,complete,good,curved disc,B3,2.1,,,,moulded,,,,two circles,,,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
429,382,13865,382,2585,y,copper alloy,Sheet,composite,soldered,incomplete,poor,curved disc,B3,2.3,,,,moulded,,,,dots pattern joined as five leaf in the center of the button,,,,C.2,1720,1830,1720-1830,1720-1840,Courtyard
430,693,16789,693,2813,n,copper alloy,Sheet,composite,,complete,poor,curved disc,B3,1.2,,,,moulded,,,,"unclerar pattern - central boss, flower and somting more",,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
431,344,10383,344,2477,y,pewter,Sheet,composite,soldered,complete,good,curved disc,B3,1.9,,,,engraved,,,,clean circle in the center and leaf pattern in circle around that,,,,S8.1,1720,1750,1720-1750,1720-1750,Nursery
432,31,534,31,20,n,copper alloy,Sheet,cover,,incomplete,poor,curved disc,B3,1.7,,,,undecorated,,,,,,,,MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
433,61,535,61,27,n,copper alloy,Sheet,cover,,incomplete,poor,curved disc,B3,,,,,,,,,,,,Nr 61 and 62 possibly from the same button,S33.1,1880,1952,1880-1952,1870-1960,Stables
434,36,542,36,37,n,copper alloy,Sheet,cover,,incomplete,poor,curved disc,B3,2.3,,,,engraved,,,,five petal,,,,S20.6,,1790,1790,1780-1810,School Dormitory
435,23,548,23,54,n,copper alloy,Sheet,cover,soldered,incomplete,poor,curved disc,B3,1.4,,,,engraved,,,,four petal - small central boss,,,,S20.5,1770,1790,1770-1790,1750-1810,School Dormitory
436,19,553,19,75,n,copper alloy,Sheet,cover,soldered,incomplete,good,curved disc,B3,,,,,moulded,,,,uncler paten with curved lines,,,Nr 19 and 1 are possibly from the same button,S33.1,1880,1952,1880-1952,1870-1960,Stables
437,65,566,65,94,y,copper alloy,Sheet,cover,soldered,incomplete,poor,curved disc,B3,2.1,,,,engraved,,,,"flower with circle around it and small strip, edge circle",,,nr 64 and 65 possibly from the same button,S21.5,,1790,1790,1780-1810,School Room
438,54,574,54,130,n,copper alloy,Sheet,cover,soldered,incomplete,good,curved disc,B3,1.8,,,,undecorated,,,,,,,,,,,,,
439,211,4679,211,877,n,copper alloy,Sheet,cover,,incomplete,poor,curved disc,B3,,,,,moulded,,,,dotts,,,most likely that the cover is from the same back nr 210,S4.1,1720,1760,1720-1760,1720-1780,Lodge/Dining Room & Chambers
440,247,7327,247,1423,y,copper alloy,Sheet,cover,,incomplete,good,curved disc,B3,2.3,,,,moulded,,,,"flower with eight blade, small wave on the edge",,,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
441,325,10216,325,2049,y,copper alloy,Sheet,cover,soldered,incomplete,poor,curved disc,B3,2.2,,,,moulded,,,,uncertain,,,,C.2,1720,1830,1720-1830,1720-1840,Courtyard
442,698,16791,698,2751,y,copper alloy,Sheet,cover,,incomplete,good,curved disc,B3,1.4,,,,undecorated,,,,,yes,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
443,668,16788,668,2799,n,copper alloy,Sheet,cover,,complete,good,curved disc,B3,1.3,,,,moulded,,,,small dots allaround (like thimble),,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
444,671,16889,671,2838,n,copper alloy,Sheet,cover,,incomplete,poor,curved disc,B3,1.3,,,,moulded,,,,central boss with radiate lines as flower,,,,S17.1,1670,1690,1670-1690,1660-1690,Meat Store
445,709,1440,709,263,y,stamped-metal covered,Sheet,cover,,incomplete,poor,curved disc,B3,2.1,,,,moulded,,,,Face of a ram (the devil),,,,S20.4,1750,1770,1750-1770,1750-1780,School Dormitory
446,73,1189,73,177,y,copper alloy,Sheet,hollow,crimped,complete,poor,curved disc,B3,1.3,shanked,,,moulded,,soldered (alpha),,corown with anchor - edge line,,letters,..LERIOH. ....,S9.2,1800,1880,1800-1880,1780-1900,Living Quarters
447,98,1063,98,1,n,copper alloy,Sheet,hollow,soldered,incomplete,poor,curved disc,B3,1.7,shanked,,,undecorated,,soldered (alpha),,,,,,LH,,1958,1958,1930-1960,Levelling Horizon
448,728,9115,728,43,n,Copper alloy,Sheet,hollow,crimped,complete,very poor,curved disc,B3,2.1,shanked,,,moulded,,cast (wedge),,central boss with 8 pointed flower in the central and 8 straight lines out from there,,,the buktton has some textile aournd the shank - other vise is the button not consevated and has some soild on it,S4.3,1780,1800,1780-1800,1780-1810,Lodge/Dining Room & Chambers
449,703,3677,703,1090,y,copper alloy,Sheet,hollow,soldered,complete,good,curved disc,B3,2.1,shanked,,,moulded,,backplate inset (composite),,"central hole with small dots dcoration around, similar to leaf",,,,MC.3,1750,1900,1750-1900,1750-1810,Midden Zone C
450,708,7379,708,1527,y,copper alloy,Sheet,hollow,soldered,complete,good,curved disc,B3,2.2,shanked,,,moulded,,cast (loop),silver?,"Small boss in the central and out from there are eight lines to the edge, between the lines are three diamonds, One up against the central - forming a flower around the boss, the others are closer to the edge. Circals lines under all the decoration.",possible,,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
451,704,7390,704,1582,y,copper alloy,Sheet,hollow,soldered,complete,good,curved disc,B3,1.9,shanked,,,moulded,,backplate inset (composite),,Flower in the central with four lines around,,,,S19.1,1730,1770,1730-1770,1720-1780,School Refectory
452,246,7254,246,1209,y,copper alloy,Sheet,hollow,soldered,incomplete,poor,curved disc,B3,1.8,,,,undecorated,,,,,,,,S6.2,1760,1800,1760-1800,1750-1810,Bishops Living Quarters
453,266,7451,266,1646,y,copper alloy,Sheet,hollow,soldered,incomplete,poor,curved disc,B3,2,,,,moulded,,,,flower,,,,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
454,701,1159,701,188,y,copper alloy,Sheet,mould (composite),crimped,incomplete,good,curved disc,B3,2.7,shanked,,,undecorated,,soldered (alpha),green/brown/gilt,,possible,,Wery nice button with no decoration. Completed but the eye is missing.,LH,,1958,1958,1930-1960,Levelling Horizon
455,214,3582,214,775,n,copper alloy,Sheet,mould (composite),crimped,complete,poor,curved disc,B3,1.4,,,,uncertain,,,,,,,,S7.2,1760,1800,1760-1800,1750-1810,Vestibule & Corridor
456,52,657,52,14,y,silver,Sheet,composite,soldered,complete,good,spherical,B4,1.1,shanked,,,undecorated,,soldered (alpha),,,,,,S4.6,,1890,1890,1870-1900,Pantry/Kitchen
457,317,10309,317,2341,y,copper alloy,Sheet,composite,soldered,complete,good,spherical,B4,2.4,,,,undecorated,,,,,yes,,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
458,285,7303,285,1365,y,wood-copper,Sheet,composite,crimped,complete,good,curved disc,C,1.8,sew-through,5,regular,moulded,vertical,,,eight leaf flower with decoration on the edge,,,,MC.2,1700,1750,1700-1750,1690-1750,Midden Zone C
459,505,4346,505,954,y,wood-copper,Sheet,composite,soldered,complete,very poor,curved disc,C,2.1,sew-through,5,regular,moulded,vertical,,,"the metal has central dot with flower around it, decoration on the edge - rather unclera pattern",,,,S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
460,305,10148,305,1,y,copper alloy,cast,solid,,complete,good,curved disc,C,1.8,sew-through,4,regular,undecorated,vertical,,,,,,,LH,,1958,1958,1930-1960,Levelling Horizon
461,143,3775,143,1258,y,pewter,cast,solid,,complete,good,flat disc,C,1.7,sew-through,4,regular,,vertical,,,,,letters,X.O.X,S7.5,,1890,1890,1870-1900,Vestibule & Corridor
462,62,535,62,27,n,copper alloy,shank,shank,,incomplete,poor,,shank,,shanked,,,,,soldered (alpha),,,,,Nr 61 and 62 possibly from the same button,S33.1,1880,1952,1880-1952,1870-1960,Stables
463,750,10221,750,2084,n,Copper alloy,shank,shank,,incomplete,poor,,shank,,shanked,,,,,,,,,,button shank? - integral shank - could be from other object rather than button,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
464,751,10257,751,2185,n,Copper alloy,shank,shank,,incomplete,very poor,,shank,,shanked,,,,,,,,,,button shank? - loop with ends bent at angle; gilt copper; poss button or other fastener,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
465,752,8597,752,1426,n,iron,shank,shank,,incomplete,poor,,shank,,shanked,,,,,,,,,,button shank? - small loop with long arms; prob button shank,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
466,753,16661,753,2829,n,iron,shank,shank,,incomplete,poor,,shank,,shanked,,,,,,,,,,button shanks - small iron loop with ?copper plating,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
467,754,16666,754,2915,n,iron,shank,shank,,incomplete,poor,,shank,,shanked,,,,,,,,,,button shanks - small loop - prob shank from button,S17.2,1690,1700,1690-1700,1690-1720,Meat Store
468,762,19059,762,284,n,pewter,shank,shank,,incomplete,poor,,shank,,shanked,,,,,,,,,,"button shanks? - small loop, prob button shank",S20.2,1670,1700,1670-1700,1660-1720,School Dormitory
469,758,10369,758,2467,n,pewter,shank,shank,,incomplete,very poor,,shank,,shanked,,,,,,,,,,"button shanks? - small wire loop, prob button shank",S8.1,1720,1750,1720-1750,1720-1750,Nursery
470,759,14915,759,2673,n,pewter,shank,shank,,incomplete,poor,,shank,,shanked,,,,,,,,,,"button shanks? - small loop, prob button shank; lozenge x-section",S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
471,761,16675,761,2695,n,pewter,shank,shank,,incomplete,poor,,shank,,shanked,,,,,,,,,,"button shanks? - small loop, prob button shank",S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
472,760,16664,760,2780,n,pewter,shank,shank,,incomplete,poor,,shank,,shanked,,,,,,,,,,button shanks? - small wire loop - prob from a button,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
473,763,19157,763,2872,n,pewter,shank,shank,,incomplete,poor,,shank,,shanked,,,,,,,,,,"button shanks? - small loop, prob button shank; lozenge x-section",S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
474,323,10204,323,1989,n,copper alloy,shank,shank,,complete,good,,shank,,,,,,,,,,,,,C.3,1830,1850,1830-1850,1810-1870,Courtyard
475,700,16755,700,2677,n,copper alloy,shank,shank,,complete,good,,shank,,,,,,,,,,,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
476,697,16775,697,2827,n,copper alloy,shank,shank,,complete,good,,shank,,,,,,,,,,,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
477,755,1216,755,237,n,Copper alloy,shank,,,incomplete,poor,,shank,,shanked,,,,,,,,,,button shanks - probable button shank - with long shank,S8.3,1800,1850,1800-1850,1780-1870,Nursery/Private Chambers
478,756,1430,756,237,n,Copper alloy,shank,,,incomplete,poor,,shank,,shanked,,,,,,,,,,button shanks -slightly bent; prob button shank,S8.3,1800,1850,1800-1850,1780-1870,Nursery/Private Chambers
479,757,2863,757,612,n,Copper alloy,shank,,,incomplete,poor,,shank,,shanked,,,,,,,,,,button shanks - loop - prob button shank,S29.1,1780,1800,1780-1800,1780-1810,Infirmary
480,744,848,744,27,n,pewter,Unid,,,incomplete,very poor,domed,x,1.3,,,,,,,,,,,"rounded, domed frag - prob button",S33.1,1880,1952,1880-1952,1870-1960,Stables
481,743,567,743,95,n,pewter,Unid,,,incomplete,very poor,domed,x,,,,,,,,,,,,"rounded, domed frag - prob button",S20.4,1750,1770,1750-1770,1750-1780,School Dormitory
482,746,3399,746,617,n,pewter,unid,,,incomplete,very poor,domed,x,,,,,,,,,,,,"rounded, domed frag - prob button",S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
483,749,10353,749,2425,n,pewter,Unid,,,incomplete,very poor,flat disc,x,,shanked,,,,,,,,,,disc/slightly domes with central nipple and groove; shank attachment on flat side,S23.2,,1720,1720,1690-1720,Bishops Living Quarters
484,747,7268,747,1329,n,pewter,unid,,,incomplete,very poor,flat disc,x,0.9,,,,,,,,,,,disc shaped spall from a probable button,S12.1,1690,1740,1690-1740,1690-1750,Living Quarters
485,740,2650,740,535,n,Copper alloy,Unid,,,incomplete,very poor,,x,,shanked,,,,,,,,,,part of shank and head,S15.4,,1850,1850,1840-1870,Wheystore
486,742,19022,742,29,n,Copper alloy,Unid,,,incomplete,very poor,,x,,,,,,,,,,,,"several small frags, poss not all same object; 1 piece definitely from a shanked button",S20.6,,1790,1790,1780-1810,School Dormitory
487,741,18141,741,1327,n,Copper alloy,Unid,,,incomplete,very poor,,x,1.5,,,,,,,,,,,gilt copper sheeting over ?pewter core; shank/rivet broken off,MC.2,1700,1750,1700-1750,1690-1750,Midden Zone C
488,309,10150,309,1704,n,copper alloy,Unid,,,incomplete,poor,,x,,,,,moulded,,,,central boss and unclear pattern,,,,S10.2,1740,1760,1740-1760,1720-1780,Kitchen
