ID,Sherd group,Find No,Unit No,Group No,Refit/Same as,Vessel ID,Same as VID,Colour,Lead crystal,Textured surface,Vessel Function,Vessel Class,Vessel Type_new,Finish process,Rim type,Rim Code,string rim depth,Body process,Ghost seam,Base process,Base mark,Base embossing,Process,evrep,Count,Weight,eve (rim),eve (base),size (mm),height (mm),Vessel Diam,Applied decoration,Moulded decoration,Enamelled,Engraved,Cut,Etched,Burnt,Patination,Date,Notes,Illustration,Building Phases_Building Phase,Real Date,Start date,End date,Period_Date,Attribution,GroupNo,Space,Unit type,Unit entropy,Sieved,,
4617,3499,15504,2491,,,,,light green,FALSE,FALSE,Storage,Bottle,flat-sided,,,,,,FALSE,,,,,1/1,1,3,,,,,,,,,,,,FALSE,TRUE,17/18 c.,shoulder - prob case bottle,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,FALSE,,
4542,3018,8282,1627,,,,,green,FALSE,FALSE,Storage,Bottle,oval bottle LN,,,,,,FALSE,,,,,1/1,1,24,,10,,,,,,,,,,FALSE,FALSE,17/18 c.,prob oval bottle,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
4637,2936,8330,1679,,,,,light green,FALSE,FALSE,Storage,Bottle,square bottle,,,,,,FALSE,,,,,batch,3,13,,,,,,,,,,,,FALSE,TRUE,17/18 c,,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
4638,2937,8330,1679,,,,,light green,FALSE,FALSE,Storage,Bottle,square bottle,,,,,,FALSE,,,,,batch,16,10,,,,,,,,,,,,FALSE,FALSE,,"small, thin bottle",FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
4554,2944,8330,1679,,,,,green,FALSE,FALSE,Storage,Bottle,square bottle,,,,,,FALSE,,,,,batch,7,34,,,,,,,,,,,,FALSE,FALSE,17/18 c,2-3 mnv,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
4549,3469,15486,2491,,,,,green,FALSE,TRUE,Storage,Bottle,square bottle,,,,,,FALSE,,,,,1/1,1,12,,,,,,,,,,,,FALSE,FALSE,,body,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,FALSE,,
4631,3518,11485,2438,,,,,light green,FALSE,FALSE,Storage,Bottle,square bottle,,,,,,FALSE,,,,,1/1,3,3,,,,,,,,,,,,FALSE,TRUE,,,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
4630,3523,11480,2427,,,,,light green,FALSE,FALSE,Storage,Bottle,square bottle,,,,,,FALSE,,,,,1/1,1,4,,,,,,,,,,,,FALSE,FALSE,17/18,shoulder,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
4517,2732,8107,1461,,,,,emerald,FALSE,FALSE,Storage,Bottle,,By hand,everted,,,,FALSE,,,,,batch,6,2,30,,25,,,,,,,,,FALSE,FALSE,17/18 c.,small bottle/phial; sample 171,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
4640,3022,8282,1627,,,,,light green,FALSE,FALSE,Storage,Bottle,,By hand,everted,,,,FALSE,,,,,1/1,1,2,20,,45,,,,,,,,,FALSE,TRUE,17/18 c,case bottle? Heavy patina,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
4518,2939,8330,1679,,,,,emerald,FALSE,FALSE,Storage,Bottle,,By hand,Flared,,,,FALSE,,,,,batch,11,3,12,,30,,,,,,,,,FALSE,FALSE,17/18 c.,small bottle - case?,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
4641,3021,8282,1627,,,,,light green,FALSE,FALSE,Storage,Bottle,,By hand,Flared,,,,FALSE,,,,,1/1,1,1,15,,30,,,,,,,,,FALSE,TRUE,17/18 c.,small bottle,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
4660,2938,8330,1679,,,,,light green,FALSE,FALSE,Storage,Bottle,,,,,,,FALSE,,,,,batch,7,5,,,,,,,,,,,,FALSE,FALSE,,,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
4418,2941,8330,1679,,,,,amber,FALSE,FALSE,Storage,Bottle,,,,,,,FALSE,,,,,batch,1,3,,,,,,,,,,,,FALSE,FALSE,,,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
4597,2945,8330,1679,,,,,green,FALSE,FALSE,Storage,Bottle,,,,,,,FALSE,,,,,batch,16,45,,,,,,,,,,,,FALSE,FALSE,,,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
4594,3017,8282,1627,,,,,green,FALSE,FALSE,Storage,Bottle,,,,,,,FALSE,,,,,batch,18,44,,,,,,,,,,,,FALSE,FALSE,,,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
4595,3019,8282,1627,,,,,green,FALSE,FALSE,Storage,Bottle,,,,,,,FALSE,,,,,batch,23,33,,,,,,,,,,,,FALSE,FALSE,,incl case?,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
4522,3024,8282,1627,,,,,emerald,FALSE,FALSE,Storage,Bottle,,,,,,,FALSE,,,,,batch,5,4,,,,,,,,,,,,FALSE,TRUE,,,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
4568,3504,11494,2450,,,,,green,FALSE,FALSE,Storage,Bottle,,,,,,,FALSE,,,,,1/1,3,9,,,,,,,,,,,,FALSE,TRUE,,,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
4567,3517,11485,2438,,,,,green,FALSE,FALSE,Storage,Bottle,,,,,,,FALSE,,,,,1/1,2,6,,,,,,,,,,,,FALSE,TRUE,,,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
4562,3637,11259,2102,,,,,green,FALSE,FALSE,Storage,Bottle,,,,,,,FALSE,,,,,1/1,3,4,,,,,,,,,,,,FALSE,TRUE,,,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,FALSE,,
1627,2355,8076,1425,,,,,flecked,FALSE,FALSE,tableware,bottle,blue plumed bottle,,,,,,FALSE,,,,,batch,3,2,,,,,,,,,,,,FALSE,FALSE,18 c.,blue plumed - polygonal bottle?,FALSE,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room (later),1211,1200,Floor,in situ,TRUE,,
1626,2399,8040,1392,,,,,flecked,FALSE,FALSE,tableware,bottle,blue plumed bottle,,,,,,FALSE,,,,,batch,2,3,,,,,,,,,,,,FALSE,FALSE,18 c,blue plumed,FALSE,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room (later),1211,1200,Floor,in situ,TRUE,,
1625,2446,8004,1347,,,,,flecked,FALSE,FALSE,tableware,bottle,blue plumed bottle,,,,,,FALSE,,,,,batch,1,1,,,,,,,,,,,,FALSE,FALSE,18 c.,blue plumed,FALSE,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room (later),1211,1200,Floor,in situ,TRUE,,
1628,2727,8101,1450,,,,,flecked,FALSE,FALSE,tableware,bottle,blue plumed bottle,,,,,,FALSE,,,,,batch,6,3,,,,,,,,,,,,FALSE,FALSE,17/18c,blue plumed; folded/polgonal bottle?,FALSE,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room (later),1211,1200,Floor,in situ,TRUE,,
2140,3627,11266,2111,,,,,light green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,1/1,4,2,,,,,,,,,,,,FALSE,TRUE,,window?,FALSE,S10.2,1730-1760,1730,1760,1720-1780,Kitchen,2294,2294,Wall,in situ,FALSE,,
2142,3832,11406,2300,,,,,light green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,1/1,1,1,,,,,,,,,,,,FALSE,TRUE,,window?,FALSE,S10.2,1730-1760,1730,1760,1720-1780,Kitchen,1773,692,Drain,in situ,TRUE,,
2139,4615,19027,2099,,,,,light green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,1/1,2,0.4,,,,,,,,,,,,FALSE,TRUE,,from sample 256,FALSE,S10.2,1730-1760,1730,1760,1720-1780,Kitchen,1773,692,Drain,in situ,TRUE,,
2138,4750,18776,2059,,,,,light green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,1/1,1,0.2,,,,,,,,,,,,FALSE,TRUE,,thin; sample 254,FALSE,S10.2,1730-1760,1730,1760,1720-1780,Kitchen,1773,692,Drain,in situ,TRUE,,
2136,4751,18734,2021,,,,,light green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,1/1,1,0.8,,,,,,,,,,,,FALSE,TRUE,,thin; sample 246,FALSE,S10.2,1730-1760,1730,1760,1720-1780,Kitchen,1773,692,Drain,in situ,TRUE,,
2135,4809,18313,2021,,,,,light green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,1/1,1,0.1,,,,,,,,,,,,FALSE,FALSE,,thin; sample 246,FALSE,S10.2,1730-1760,1730,1760,1720-1780,Kitchen,1773,692,Drain,in situ,TRUE,,
158,0,11156,1913,,,,,light green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,,2,0.59,,,,,,,,,,,,FALSE,TRUE,,probably vessel,FALSE,S18.5,1740-1760,1740,1760,1720-1780,Pantry,1887,1884,Floor,in situ,FALSE,,
140,3336,11205,2006,,,,,light green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,1/1,2,1,,,,,,,,,,,,FALSE,FALSE,,small,FALSE,S18.5,1740-1760,1740,1760,1720-1780,Pantry,1887,1884,Floor,in situ,FALSE,,
3711,3337,11205,2006,,,,,green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,1/1,1,0,,,,,,,,,,,,FALSE,TRUE,,,FALSE,S18.5,1740-1760,1740,1760,1720-1780,Pantry,1887,1884,Floor,in situ,FALSE,,
137,3412,11169,1940,,,,,light green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,1/1,1,1,,,,,,,,,,,,FALSE,FALSE,,window?,FALSE,S18.5,1740-1760,1740,1760,1720-1780,Pantry,1887,1884,Floor,in situ,FALSE,,
3712,3440,12450,1960,,,,,green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,batch,3,2,,,,,,,,,,,,FALSE,FALSE,,,FALSE,S18.5,1740-1760,1740,1760,1720-1780,Pantry,1887,1884,Floor,in situ,FALSE,,
138,3455,12460,1940,,,,,light green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,1/1,2,0,,,,,,,,,,,,FALSE,FALSE,,,FALSE,S18.5,1740-1760,1740,1760,1720-1780,Pantry,1887,1884,Floor,in situ,FALSE,,
139,3482,15520,1940,,,,,light green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,1/1,1,2,,,,,,,,,,,,FALSE,FALSE,,,FALSE,S18.5,1740-1760,1740,1760,1720-1780,Pantry,1887,1884,Floor,in situ,FALSE,,
141,4780,18916,2006,,,,,light green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,1/1,2,0.5,,,,,,,,,,,,FALSE,FALSE,,thin; sample 234,FALSE,S18.5,1740-1760,1740,1760,1720-1780,Pantry,1887,1884,Floor,in situ,FALSE,,
1993,3304,11197,1988,,,,,light green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,1/1,2,1,,,,,,,,,,,,FALSE,TRUE,,window? Case bottle?,FALSE,S4.1,1720-1760,1720,1760,1720-1780,Lodge/Dining Room & Chambers,1916,1916,Drain,in situ,FALSE,,
1995,3428,11177,1954,,,,,light green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,batch,3,3,,,,,,,,,,,,FALSE,FALSE,,"3 mnv, 1 patinated, prob case bottles",FALSE,S4.1,1720-1760,1720,1760,1720-1780,Lodge/Dining Room & Chambers,1916,1916,Floor,in situ,FALSE,,
2733,4771,18810,1185,,,,,light green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,1/1,2,0.5,,,,,,,,,,,,FALSE,TRUE,,thin; sample 93,FALSE,S4.1,1720-1760,1720,1760,1720-1780,Lodge/Dining Room & Chambers,1285,816,Drain,in situ,TRUE,,
1521,0,8005,1347,,,,,colourless,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,,8,1.95,,,,,,,,,engraved logo,,,FALSE,TRUE,,vessel,FALSE,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room (later),1211,1200,Floor,in situ,TRUE,,
1522,0,8007,1348,,,,,colourless,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,,1,32,,,,,,,,,oval shaped decoration,,,FALSE,FALSE,,Vessel fragment,FALSE,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room (later),1211,1200,Floor,in situ,TRUE,,
1523,0,8041,1392,,,,,colourless,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,,1,0.21,,,,,,,,,,,,FALSE,TRUE,,vessel,FALSE,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room (later),1211,1200,Floor,in situ,TRUE,,
1564,0,8005,1347,,,,,dark green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,,5,2.05,,,,,,,,,,,,FALSE,TRUE,,vessel,FALSE,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room (later),1211,1200,Floor,in situ,TRUE,,
1565,0,8009,1349,,,,,dark green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,,1,0.79,,,,,,,,,,,,FALSE,TRUE,,Vessel fragment,FALSE,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room (later),1211,1200,Floor,in situ,TRUE,,
1566,0,8011,1350,,,,,dark green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,,2,1.77,,,,,,,,,,,,FALSE,TRUE,,vessel,FALSE,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room (later),1211,1200,Floor,in situ,TRUE,,
4874,0,8286,1630,,,,,dark green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,,1,0.9,,,,,,,,,,,,FALSE,TRUE,,vessel,FALSE,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room (later),1629,1200,Floor,in situ,TRUE,,
1568,0,8303,1648,,,,,dark green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,,1,3.12,,,,,,,,,,,,FALSE,TRUE,,vessel,FALSE,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room (later),1629,1200,Floor,in situ,FALSE,,
1731,0,8038,1390,,,,,light green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,,5,4.69,,,,,,,,,,,,FALSE,TRUE,,"yellowish, probably vessel",FALSE,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room (later),1211,1200,Floor,in situ,TRUE,,
1732,0,8079,1426,,,,,light green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,,6,2.32,,,,,,,,,,,,FALSE,TRUE,,vessel,FALSE,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room (later),1211,1200,Floor,in situ,TRUE,,
1733,0,8117,1469,,,,,light green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,,1,0.97,,,,,,,,,,,,FALSE,TRUE,,vessel,FALSE,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room (later),1211,1200,Floor,in situ,TRUE,,
312,0,11412,2310,,,,,colourless,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,,1,0.12,,,,,,,,,,,,FALSE,TRUE,,vessel,FALSE,S6.1,1720-1760,1720,1760,1720-1780,Bishops Living Quarters (later),2214,1624,Floor,in situ,TRUE,,
464,3704,11544,2534,,,,,light green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,1/1,1,2,,,,,,,,,,,,FALSE,FALSE,,,FALSE,S6.1,1720-1760,1720,1760,1720-1780,Bishops Living Quarters (later),1624,1624,Wall,in situ,FALSE,,
463,3810,11423,2324,,,,,light green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,1/1,1,2,,,,,,,,,,,,FALSE,FALSE,,prob window,FALSE,S6.1,1720-1760,1720,1760,1720-1780,Bishops Living Quarters (later),2214,1624,Floor,in situ,FALSE,,
4460,2947,8330,1679,,,,,colourless,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,1/1,,1,,,,,,,,,wheel-engraved wreath border,,,FALSE,FALSE,c. 1670-1800,platter? Bottle? Window pane?,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
4616,3505,11494,2450,,,,,light green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,1/1,2,1,,,,,,,,,,,,FALSE,TRUE,,,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
4614,3519,11485,2438,,,,,light green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,1/1,2,1,,,,,,,,,,,,FALSE,TRUE,,,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
4613,3521,11482,2436,,,,,light green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,1/1,3,1,,,,,,,,,,,,FALSE,FALSE,,small,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
4610,4586,18184,1679,,,,,light green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,1/1,1,0.2,,,,,,,,,,,,FALSE,TRUE,,"body, thin-walled",FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
4608,4746,18767,1627,,,,,light green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,1/1,4,1.2,,,,,,,,,,,,FALSE,FALSE,,thin; sample 192,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
4615,4814,18336,2438,,,,,light green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,1/1,8,0.5,,,,,,,,,,,,FALSE,TRUE,,thin; sample 289,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
4612,4815,18321,2427,,,,,light green,FALSE,FALSE,storage?,bottle?,flat-sided,,,,,,FALSE,,,,,1/1,2,0.2,,,,,,,,,,,,FALSE,FALSE,,small; sample 288,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
1541,2539,8004,1346,,2445,,,colourless,FALSE,FALSE,Drinking,Goblet,,,,,,,FALSE,,,,,1/1,7,11,10,,80,,,,,,wheel-engraved solid festoon,,,FALSE,FALSE,c. 1670-1800,tumbler or goblet; same as #2445; pedestal foot - same vessel?,FALSE,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room (later),1211,1200,Floor,in situ,TRUE,,
1524,2571,8175,1527,,,104,,colourless,FALSE,FALSE,Drinking,Goblet,inverted baluster stemware,,,,,,FALSE,,,,,1/1,1,5,,,,,,,,,,,,FALSE,FALSE,c. 1650-1700,late ?venetian style stem frag; from sample 186,FALSE,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room (later),1528,1200,Floor,in situ,TRUE,,
2730,391,238,121,,,276,,light green,FALSE,FALSE,Storage,Phial,cylindrical phial,,,,,,FALSE,,,,Dip mould,1/1,1,2,,20,,,35,,,,,,,FALSE,TRUE,,base; 35mm diam phial,FALSE,S4.1,1720-1760,1720,1760,1720-1780,Lodge/Dining Room & Chambers,989,989,Wall,disorganized,FALSE,,
1802,2582,8114,1468,,,135,,modern green,FALSE,FALSE,Storage,Phial,cylindrical phial,By hand,Flared,,,Dip mould,FALSE,,,,,1/1,3,9,100,12,,,31,,,,,,,FALSE,FALSE,17/18 c,31mm diam phial,TRUE,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room (later),1211,1200,Floor,in situ,TRUE,,
1515,3888,11330,2185,,,102,,colourless,FALSE,FALSE,Storage,phial,cylindrical phial,,,,,,FALSE,,pontil,,,1/1,3,10,,10,,,50,,,,,,,FALSE,FALSE,17/18 c,"c.50mm diam phial? Deep, conical kick base",FALSE,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room (later),1211,1200,Floor,in situ,FALSE,,
1572,2694,8097,1448,,,110,,emerald,FALSE,FALSE,Storage,Phial,cylindrical phial,,,,,Dip mould,FALSE,Dip mould,pontil,,,1/1,5,30,,100,,,48,,,,,,,FALSE,FALSE,"17/18 c,",c.48mm diam bottle,FALSE,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room (later),1211,1200,Floor,in situ,TRUE,,
1573,2581,8114,1468,,,111,,emerald,FALSE,FALSE,Storage,Phial,cylindrical phial,,,,,,FALSE,,,,,batch,5,8,,,,,45,,,,,,,FALSE,FALSE,"17/18 c,","body; small bottle, c.45mm diam",FALSE,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room (later),1211,1200,Floor,in situ,TRUE,,
1724,3598,11344,2215,,,128,,light green,FALSE,FALSE,Storage,Phial,cylindrical phial,,,,,Dip mould,FALSE,Dip mould,pontil,,Dip mould,1/1,1,6,,25,,,35,,,,,,,FALSE,FALSE,17/18 c.,c.35mm diam phial,FALSE,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room (later),1211,1200,Floor,in situ,TRUE,,
369,2424,8015,1359,,,170,,emerald,FALSE,FALSE,Storage,phial,cylindrical phial,,,,,,FALSE,,,,,batch,7,4,,,,,,,,,,,,FALSE,FALSE,17/18 c,prob cylindrical bottle,FALSE,S6.1,1720-1760,1720,1760,1720-1780,Bishops Living Quarters (later),972,1624,Floor,in situ,TRUE,,
4457,2942,8330,1679,,,596,,colourless,FALSE,FALSE,Storage,phial,cylindrical phial,By hand,Flared,,,,FALSE,,,,,1/1,3,8,35,,20,,,,,,,,,FALSE,FALSE,17/18 c.,small bottle,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
4509,3023,8282,1627,,,696,,emerald,FALSE,FALSE,Storage,Phial,cylindrical phial,,,,,Dip mould,FALSE,Dip mould,pontil,,,1/1,1,6,,100,,,25,,,,,,,FALSE,FALSE,17/18 c.,c.25mm diam phial,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
1966,2896,8318,1664,,,,,green,FALSE,FALSE,drinking?,small vessel,small vessel,,,,,,FALSE,,,,,batch,1,0,,,,,,,,,,,,FALSE,TRUE,,,FALSE,S10.2,1730-1760,1730,1760,1720-1780,Kitchen,1684,1684,Drain,in situ,FALSE,,
2152,3310,11082,1816,,,,,light green,FALSE,FALSE,drinking?,small vessel,small vessel,,,,,,FALSE,,,,,1/1,2,1,,,,,,,,,,,,FALSE,TRUE,17/18 c,,FALSE,S10.2,1730-1760,1730,1760,1720-1780,Kitchen,1704,692,Floor,in situ,FALSE,,
2153,3399,11209,2021,,,,,light green,FALSE,FALSE,drinking?,small vessel,small vessel,,,,,,FALSE,,,,,1/1,1,0,,,,,,,,,,,,FALSE,TRUE,,,FALSE,S10.2,1730-1760,1730,1760,1720-1780,Kitchen,1773,692,Drain,in situ,TRUE,,
2026,3681,11227,2059,,,,,colourless,FALSE,FALSE,drinking?,small vessel,small vessel,,,,,,FALSE,,,,,1/1,1,0,,,,,,,,,,,,FALSE,FALSE,,body,FALSE,S10.2,1730-1760,1730,1760,1720-1780,Kitchen,1773,692,Drain,in situ,TRUE,,
2057,3833,11406,2300,,,,,emerald,FALSE,FALSE,drinking?,small vessel,small vessel,,,,,,FALSE,,,,,1/1,1,0,,,,,,,,,,,,FALSE,FALSE,,,FALSE,S10.2,1730-1760,1730,1760,1720-1780,Kitchen,1773,692,Drain,in situ,TRUE,,
2129,4749,18776,2059,,,,,light blue,FALSE,FALSE,drinking?,small vessel,thin vessel,,,,,,FALSE,,,,,1/1,1,0.5,,,,,,,,,,,,FALSE,TRUE,,sample 254,FALSE,S10.2,1730-1760,1730,1760,1720-1780,Kitchen,1773,692,Drain,in situ,TRUE,,
2175,4774,18785,1823,,,,,light green,FALSE,FALSE,drinking?,small vessel,thin vessel,,,,,,FALSE,,,,,1/1,1,0.4,,,,,,,,,,,,FALSE,FALSE,,body; sample 235,FALSE,S10.2,1730-1760,1730,1760,1720-1780,Kitchen,1704,692,Floor,in situ,FALSE,,
2176,4810,18332,2059,,,,,light green,FALSE,FALSE,drinking?,small vessel,thin vessel,,,,,,FALSE,,,,,1/1,2,0.1,,,,,,,,,,,,FALSE,FALSE,,body; sample 254,FALSE,S10.2,1730-1760,1730,1760,1720-1780,Kitchen,1773,692,Drain,in situ,TRUE,,
3640,3395,11207,2014,,,,,colourless,FALSE,FALSE,drinking?,small vessel,small vessel,,,,,,FALSE,,,,,1/1,1,1,,,,,,,,,,,,FALSE,TRUE,,"opaque patina, small case bottle?",FALSE,S18.5,1740-1760,1740,1760,1720-1780,Pantry,1887,1884,Floor,in situ,FALSE,,
3673,3408,11168,1939,,,,,emerald,FALSE,FALSE,drinking?,small vessel,small vessel,,,,,,FALSE,,,,,1/1,1,0,,,,,,,,,,,,FALSE,FALSE,,phial or goblet/beaker,FALSE,S18.5,1740-1760,1740,1760,1720-1780,Pantry,1886,1884,Floor,in situ,FALSE,,
3674,3411,11169,1940,,,,,emerald,FALSE,FALSE,drinking?,small vessel,small vessel,,,,,,FALSE,,,,,1/1,1,0,,,,,,,,,,,,FALSE,FALSE,,phial?,FALSE,S18.5,1740-1760,1740,1760,1720-1780,Pantry,1887,1884,Floor,in situ,FALSE,,
3717,3441,12450,1960,,,,,green,FALSE,FALSE,drinking?,small vessel,small vessel,,,,,,FALSE,,,,,1/1,1,0,,,,,,,,,,,,FALSE,TRUE,,,FALSE,S18.5,1740-1760,1740,1760,1720-1780,Pantry,1887,1884,Floor,in situ,FALSE,,
