Finds No,Unit No,Count,Weight,Thickness,Colour,Bubbles,Original Edge,Fracture Edge,Ridge Lines,Shadow Lines,Quarry shape,Length,Width,Quarry size,Burnt,Patina,Decoration,scratch type,Scratchings,object,Completeness,Other Comments,Control reading,Translucency reading,Percentage translusency,Building Phases_Building Phase,Real Date,Start Date,End Date,Period_Date,Attribution,GroupNo,Space,Unit type,Unit entropy,Sieved
11269,2115,1,1.25,1.8,colourless,None,Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,mirror,,Mirror,,,,S10.4,1800-1880,1800,1880,1780-1900,Kitchen,2294,2294,Wall,in situ,FALSE
1055,166,5,20.83,2,light green,Occasional,Chipped;Cut,Straight,,TRUE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S9.2,1800-1880,1800,1880,1780-1900,Living Quarters,1100,1100,Wall,disorganized,FALSE
1480,294,1,0.6,2,colourless,None,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S9.2,1800-1880,1800,1880,1780-1900,Living Quarters,1100,1100,Wall,disorganized,FALSE
1480,294,3,5.71,2,light green,None,Cut,Straight,,TRUE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S9.2,1800-1880,1800,1880,1780-1900,Living Quarters,1100,1100,Wall,disorganized,FALSE
5572,1104,1,2.94,2,light green,None,Beaded,Straight,,FALSE,straight-sided,,,,FALSE,slight,,ND,Scratch marks in the middle of the piece.  Not linear to beaded edge.,pane,,,,,,S10.4,1800-1880,1800,1880,1780-1900,Kitchen,1101,1101,Wall,disorganized,FALSE
5572,1104,1,4.54,2,colourless,None,Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S10.4,1800-1880,1800,1880,1780-1900,Kitchen,1101,1101,Wall,disorganized,FALSE
8141,1501,2,8.5,2,light green,None,Cut,Straight,,TRUE,straight-sided,,,,FALSE,moderate,,,,pane,,moderated/heavy patina on one side of both pieces. Slight on the other side of both pieces,,,,S10.4,1800-1880,1800,1880,1780-1900,Kitchen,1500,1101,Drain,disturbed,FALSE
1132,172,8,21.99,2.2,light green,Occasional,Chipped;Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,ND,"Short scratch mark, probably made by wheel on one of the two beaded- edge peaces,",pane,,,,,,S10.4,1800-1880,1800,1880,1780-1900,Kitchen,1101,1101,Wall,disorganized,FALSE
1055,166,,1.7,3,colourless,None,Cut,Straight,,FALSE,straight-sided,,,,FALSE,absent,,,,pane,,,11.33,9.8,0.864960282,S9.2,1800-1880,1800,1880,1780-1900,Living Quarters,1100,1100,Wall,disorganized,FALSE
3126,623,4,14.01,1,colourless,None,,Straight,,FALSE,,,,,FALSE,absent,,,,?pane,,,10.81,9.57,0.885291397,S10.4,1800-1880,1800,1880,1780-1900,Kitchen,1101,1101,Wall,disorganized,FALSE
5572,1104,1,1.01,1,light green,Occasional,Cut,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,9.98,7.09,0.710420842,S10.4,1800-1880,1800,1880,1780-1900,Kitchen,1101,1101,Wall,disorganized,FALSE
5572,1104,1,2.03,1,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S10.4,1800-1880,1800,1880,1780-1900,Kitchen,1101,1101,Wall,disorganized,FALSE
1192,177,1,0.91,1.2,light green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,vessel,,vessel,,,,S9.2,1800-1880,1800,1880,1780-1900,Living Quarters,1100,1100,Wall,disorganized,FALSE
5603,1150,4,6.61,1.2,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S10.4,1800-1880,1800,1880,1780-1900,Kitchen,1500,1101,Drain,in situ,FALSE
8130,1486,3,2.29,1.2,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S10.4,1800-1880,1800,1880,1780-1900,Kitchen,1101,1101,Wall,disorganized,FALSE
8093,1443,2,7.78,1.4,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S10.4,1800-1880,1800,1880,1780-1900,Kitchen,1101,1101,Demolition,in situ,FALSE
8112,1465,2,2.64,1.4,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S10.4,1800-1880,1800,1880,1780-1900,Kitchen,1101,1101,Wall,disorganized,FALSE
1480,294,1,0.95,1.5,dark green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S9.2,1800-1880,1800,1880,1780-1900,Living Quarters,1100,1100,Wall,disorganized,FALSE
5577,1108,1,2.2,1.6,dark green,None,,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,,,,,S10.4,1800-1880,1800,1880,1780-1900,Kitchen,1101,1101,Wall,disorganized,FALSE
8093,1443,4,13.61,1.6,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S10.4,1800-1880,1800,1880,1780-1900,Kitchen,1101,1101,Demolition,in situ,FALSE
1480,294,2,2.66,1.8,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S9.2,1800-1880,1800,1880,1780-1900,Living Quarters,1100,1100,Wall,disorganized,FALSE
2867,586,7,12.9,1.8,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S10.4,1800-1880,1800,1880,1780-1900,Kitchen,1101,1101,Wall,disorganized,FALSE
2880,621,2,11.45,1.8,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S10.4,1800-1880,1800,1880,1780-1900,Kitchen,1101,1101,Wall,disorganized,FALSE
8128,1485,2,1.65,1.8,light green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S10.4,1800-1880,1800,1880,1780-1900,Kitchen,1101,1101,Wall,disorganized,FALSE
1055,166,2,4.13,2,dark green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S9.2,1800-1880,1800,1880,1780-1900,Living Quarters,1100,1100,Wall,disorganized,FALSE
1132,172,1,2.23,2,colourless,None,,Straight,,FALSE,,,,,FALSE,absent,,,,?pane,,,10.03,8.91,0.888334995,S10.4,1800-1880,1800,1880,1780-1900,Kitchen,1101,1101,Wall,disorganized,FALSE
1192,177,3,2.96,2,colourless,None,,Straight,,FALSE,,,,,FALSE,absent,,,,?pane,,,,,,S9.2,1800-1880,1800,1880,1780-1900,Living Quarters,1100,1100,Wall,disorganized,FALSE
5686,1241,2,1.14,2,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S10.4,1800-1880,1800,1880,1780-1900,Kitchen,1101,1101,Wall,disorganized,FALSE
8142,1501,6,8.96,2,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S10.4,1800-1880,1800,1880,1780-1900,Kitchen,1500,1101,Drain,disturbed,FALSE
1132,172,1,1.56,2.5,dark green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S10.4,1800-1880,1800,1880,1780-1900,Kitchen,1101,1101,Wall,disorganized,FALSE
5572,1104,1,1.43,2.5,light green,None,,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,,,,,S10.4,1800-1880,1800,1880,1780-1900,Kitchen,1101,1101,Wall,disorganized,FALSE
1055,166,1,4.06,3,colourless,None,,Straight,,FALSE,,,,,FALSE,absent,,,,mirror,,Mirror fragment,,,,S9.2,1800-1880,1800,1880,1780-1900,Living Quarters,1100,1100,Wall,disorganized,FALSE
8142,1501,1,2.28,3,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S10.4,1800-1880,1800,1880,1780-1900,Kitchen,1500,1101,Drain,disturbed,FALSE
192,78,1,10.73,2,colourless,None,Cut,Straight,,FALSE,straight-sided,,,,FALSE,absent,,,,pane,,,11,9.96,0.905454545,S29.3,1820-1880,1820,1880,1810-1900,Infirmary,100,100,Wall,disorganized,FALSE
167,52,6,24.76,2.2,colourless,None,Chipped;Cut,Straight,,FALSE,straight-sided,,,,FALSE,absent,,,,pane,,,11.66,10.05,0.861921098,S29.3,1820-1880,1820,1880,1810-1900,Infirmary,100,100,Wall,disorganized,FALSE
11157,1918,1,2.72,1.1,light green,None,Chipped,Straight,,FALSE,triangle,,,,FALSE,absent,,,,pane,c,"Might be an almost complete triangle with two cut sides at a 90°angle, and one chipped, difficult to say due to the lack of shadow lines.",,,,S6.3,1800-1890,1800,1890,1780-1900,Bishops Living Quarters,1174,1174,Wall,disturbed,FALSE
7993,1336,3,3.33,1,light green,None,Cut & Chipped,Straight,,TRUE,square/rectangular,,,,FALSE,moderate,,,,pane,,,,,,S6.3,1800-1890,1800,1890,1780-1900,Bishops Living Quarters,1174,1174,Floor,disturbed,FALSE
11001,1705,2,5.37,1.1,colourless,None,Cut,Straight,,TRUE,square/rectangular,,,,FALSE,moderate,,,,pane,,,,,,S6.3,1800-1890,1800,1890,1780-1900,Bishops Living Quarters,1174,1174,Wall,in situ,FALSE
11001,1705,4,4.36,1.2,light green,None,Cut & Chipped,Straight,,TRUE,square/rectangular,,,,FALSE,moderate,,,,pane,,,,,,S6.3,1800-1890,1800,1890,1780-1900,Bishops Living Quarters,1174,1174,Wall,in situ,FALSE
7993,1336,9,38.29,1.8,dark green,Frequent,Cut & Chipped,Straight,,TRUE,square/rectangular,,,,FALSE,slight,,,,pane,,,,,,S6.3,1800-1890,1800,1890,1780-1900,Bishops Living Quarters,1174,1174,Floor,disturbed,FALSE
7993,1336,11,24.16,2,dark green,Frequent,Chipped,Wavy,,FALSE,square/rectangular,,,,FALSE,slight,,,,pane,,,,,,S6.3,1800-1890,1800,1890,1780-1900,Bishops Living Quarters,1174,1174,Floor,disturbed,FALSE
11043,1758,7,36.15,2,light green,Occasional,Cut & Chipped,Straight,,TRUE,square/rectangular,,,,FALSE,slight,,ND,"The surface is covered in short scratch marks on one side, could be intentional",pane,,,,,,S6.3,1800-1890,1800,1890,1780-1900,Bishops Living Quarters,1174,1174,Wall,in situ,FALSE
7993,1336,8,82.91,2.5,dark green,Frequent,Chipped,Straight,,FALSE,square/rectangular,,,"min. Length: 150, min. Width: 108",FALSE,slight,,,,pane,,,,,,S6.3,1800-1890,1800,1890,1780-1900,Bishops Living Quarters,1174,1174,Floor,disturbed,FALSE
5613,1161,6,8.2,1.2,light green,Occasional,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S6.3,1800-1890,1800,1890,1780-1900,Bishops Living Quarters,1174,1174,Floor,disturbed,FALSE
7993,1336,5,8.75,1.2,light green,None,Cut,Straight,curved,FALSE,straight-sided,,,,FALSE,moderate,,,,pane,,crown blown,,,,S6.3,1800-1890,1800,1890,1780-1900,Bishops Living Quarters,1174,1174,Floor,disturbed,FALSE
5629,1173,3,5.8,1.8,colourless,None,Chipped;Cut,Straight,,TRUE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S6.3,1800-1890,1800,1890,1780-1900,Bishops Living Quarters,1198,1174,Drain,in situ,FALSE
11158,1921,1,1.78,1,light green,Frequent,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S6.3,1800-1890,1800,1890,1780-1900,Bishops Living Quarters,1174,1174,Floor,disturbed,FALSE
11281,2134,2,0.66,1.1,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S6.3,1800-1890,1800,1890,1780-1900,Bishops Living Quarters,1174,1174,Wall,in situ,FALSE
11281,2134,1,1.29,1.2,light green,Occasional,,Straight,,FALSE,,,,,FALSE,absent,,,,?pane,,,,,,S6.3,1800-1890,1800,1890,1780-1900,Bishops Living Quarters,1174,1174,Wall,in situ,FALSE
11001,1705,1,6.95,1.5,dark green,Frequent,,Straight,,FALSE,,,,,FALSE,absent,,,,?pane,,,,,,S6.3,1800-1890,1800,1890,1780-1900,Bishops Living Quarters,1174,1174,Wall,in situ,FALSE
5613,1161,6,8.48,1.6,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S6.3,1800-1890,1800,1890,1780-1900,Bishops Living Quarters,1174,1174,Floor,disturbed,FALSE
11267,2112,1,5.94,2.5,dark green,Frequent,,Straight,,FALSE,,,,,FALSE,slight,,,,vessel,,Vessel,,,,S6.3,1800-1890,1800,1890,1780-1900,Bishops Living Quarters,1174,1174,Wall,in situ,FALSE
5613,1161,1,2.26,2.8,colourless,None,,Straight,,FALSE,,,,,FALSE,absent,,,,?pane,,"A thick residue of tar, black paint, or something similar on both sides, but on one in particular.",,,,S6.3,1800-1890,1800,1890,1780-1900,Bishops Living Quarters,1174,1174,Floor,disturbed,FALSE
11286,2145,1,5.86,4,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S6.3,1800-1890,1800,1890,1780-1900,Bishops Living Quarters,1174,1174,Wall,in situ,FALSE
5358,896,3,7.71,1.6,colourless,Occasional,Cut,Straight,,FALSE,diamond/lozenge,,,,FALSE,slight,,,,pane,,,11.07,9.66,0.872628726,S5.6,1830-1890,1830,1890,1810-1900,Workshop/Flour Mill,329,329,Wall,disorganized,FALSE
2117,434,26,26.74,1.2,light green,Occasional,Beaded;Cut,Straight,,TRUE,square/rectangular,,,,FALSE,slight,,,,pane,,,,,,S5.6,1830-1890,1830,1890,1810-1900,Workshop/Flour Mill,329,329,Wall,disorganized,FALSE
2117,434,15,37.15,1.8,light green,Occasional,Chipped;Cut,Straight,,TRUE,square/rectangular,,,,FALSE,moderate,,,,pane,,,,,,S5.6,1830-1890,1830,1890,1810-1900,Workshop/Flour Mill,329,329,Wall,disorganized,FALSE
2117,434,27,53.52,2,colourless,None,Chipped;Cut,Straight,,FALSE,square/rectangular,,,,FALSE,slight,,,,pane,,,,,,S5.6,1830-1890,1830,1890,1810-1900,Workshop/Flour Mill,329,329,Wall,disorganized,FALSE
142,28,1,3.37,2.2,dark green,Occasional,Cut,Straight,,TRUE,square/rectangular,,,,FALSE,moderate,,,,pane,,"one surface is covered in small and shallow scratches, only extends to the shadow line and may just be heavy weathering.",,,,S5.6,1830-1890,1830,1890,1810-1900,Workshop/Flour Mill,3027,3027,Wall,disturbed,FALSE
147,33,1,1,1.4,light green,None,Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S5.6,1830-1890,1830,1890,1810-1900,Workshop/Flour Mill,3027,3027,Wall,in situ,FALSE
8085,1435,13,24.66,1.5,colourless,Occasional,Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S5.6,1830-1890,1830,1890,1810-1900,Workshop/Flour Mill,329,329,Wall,disorganized,FALSE
161,43,2,1.28,1.6,light green,None,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S5.6,1830-1890,1830,1890,1810-1900,Workshop/Flour Mill,329,329,Roof,disorganized,FALSE
3133,344,1,1.86,1.8,light green,Occasional,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S5.6,1830-1890,1830,1890,1810-1900,Workshop/Flour Mill,329,329,Wall,disorganized,FALSE
3133,344,4,1.04,1,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S5.6,1830-1890,1830,1890,1810-1900,Workshop/Flour Mill,329,329,Wall,disorganized,FALSE
3380,344,1,1.52,1.1,colourless,None,,Straight,,FALSE,,,,,FALSE,absent,,,,?pane,,,10.17,9.41,0.925270403,S5.6,1830-1890,1830,1890,1810-1900,Workshop/Flour Mill,329,329,Wall,disorganized,FALSE
8085,1435,1,0.37,1.1,colourless,None,,Straight,,FALSE,,,,,FALSE,absent,,,,?pane,,,11.4,7.53,0.660526316,S5.6,1830-1890,1830,1890,1810-1900,Workshop/Flour Mill,329,329,Wall,disorganized,FALSE
8085,1435,4,6,1.1,dark green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S5.6,1830-1890,1830,1890,1810-1900,Workshop/Flour Mill,329,329,Wall,disorganized,FALSE
161,43,1,0.33,1.4,light green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,vessel,,Vessel,,,,S5.6,1830-1890,1830,1890,1810-1900,Workshop/Flour Mill,329,329,Roof,disorganized,FALSE
161,43,1,1.76,1.6,dark green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S5.6,1830-1890,1830,1890,1810-1900,Workshop/Flour Mill,329,329,Roof,disorganized,FALSE
2264,508,1,1.37,1.6,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S5.6,1830-1890,1830,1890,1810-1900,Workshop/Flour Mill,329,329,Wall,disturbed,FALSE
156,41,1,2.65,1.8,light green,None,,Straight,,FALSE,,,,,FALSE,moderate,,ND,"curved or circular scratch mark on one side, fainter straight scratch mark on the other",?pane,,,,,,S5.6,1830-1890,1830,1890,1810-1900,Workshop/Flour Mill,912,329,Roof,disorganized,FALSE
2264,508,2,3.42,2,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S5.6,1830-1890,1830,1890,1810-1900,Workshop/Flour Mill,329,329,Wall,disturbed,FALSE
147,33,2,4.04,3,colourless,None,,Straight,,FALSE,,,,,FALSE,absent,,,,?pane,,,,,,S5.6,1830-1890,1830,1890,1810-1900,Workshop/Flour Mill,3027,3027,Wall,in situ,FALSE
1410,267,2,10.6,1.6,light green,None,Chipped,Straight,,TRUE,curved,,,,FALSE,moderate,,,,pane,,,,,,S4.5,1840-1890,1840,1890,1840-1900,Pantry/Kitchen,300,300,Floor,disorganized,FALSE
177,65,3,6.99,1.2,light green,Occasional,Chipped;Cut,Straight,,TRUE,diamond/lozenge,,,,FALSE,slight,,,,pane,,,,,,S4.5,1840-1890,1840,1890,1840-1900,Pantry/Kitchen,300,300,Floor,in situ,TRUE
231,109,1,1.3,1.8,dark green,Frequent,Chipped;Cut,Straight,,FALSE,diamond/lozenge,,,,FALSE,slight,,,,vessel,,"very dark, perhaps reused vessel glass.",,,,S4.5,1840-1890,1840,1890,1840-1900,Pantry/Kitchen,300,300,Wall,in situ,FALSE
1170,184,1,2.2,1.2,light green,None,Cut,Straight,,TRUE,square/rectangular,,,,FALSE,slight,,,,pane,,strong shadow line,,,,S4.5,1840-1890,1840,1890,1840-1900,Pantry/Kitchen,300,300,Floor,in situ,FALSE
1410,267,1,8.04,1.4,dark green,None,Cut,Straight,,TRUE,square/rectangular,,,,FALSE,slight,,,,pane,,,,,,S4.5,1840-1890,1840,1890,1840-1900,Pantry/Kitchen,300,300,Floor,disorganized,FALSE
1170,184,1,8.85,1.6,light green,None,Chipped;Cut & Chipped,Straight,,TRUE,square/rectangular,,,,FALSE,moderate,,edge - line,A scratch right up against the cut and chipped edge. Scratches where the shadow line is both along the chipped and cut edges.,pane,,Heavily weathered on one side.,,,,S4.5,1840-1890,1840,1890,1840-1900,Pantry/Kitchen,300,300,Floor,in situ,FALSE
177,65,8,4.86,1,light green,None,Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S4.5,1840-1890,1840,1890,1840-1900,Pantry/Kitchen,300,300,Floor,in situ,TRUE
231,109,4,6.64,1.2,light green,Occasional,Chipped;Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S4.5,1840-1890,1840,1890,1840-1900,Pantry/Kitchen,300,300,Wall,in situ,FALSE
1404,245,2,4.65,1.2,light green,Occasional,Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S4.5,1840-1890,1840,1890,1840-1900,Pantry/Kitchen,300,300,Wall,in situ,FALSE
1410,267,1,4.46,1.2,light green,Occasional,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S4.5,1840-1890,1840,1890,1840-1900,Pantry/Kitchen,300,300,Floor,disorganized,FALSE
231,109,5,9.01,1.4,dark green,Occasional,Chipped,Straight,,TRUE,straight-sided,,,,FALSE,slight,,edge - line,"A wheel-made scratch parallel to the cut edge, about 7 mm in, and about 4 mm in of the shadow line.",pane,,,,,,S4.5,1840-1890,1840,1890,1840-1900,Pantry/Kitchen,300,300,Wall,in situ,FALSE
1142,178,1,1.87,1.5,colourless,Occasional,Chipped,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S4.5,1840-1890,1840,1890,1840-1900,Pantry/Kitchen,300,300,Floor,in situ,FALSE
5394,946,22,53.58,1.5,colourless,None,Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S7.4,1840-1890,1840,1890,1840-1900,Vestibule & Corridor,775,775,Floor,in situ,FALSE
177,65,2,3.5,1.6,colourless,None,Cut,Straight,,TRUE,straight-sided,,,,FALSE,moderate,,,,pane,,greyish tint,,,,S4.5,1840-1890,1840,1890,1840-1900,Pantry/Kitchen,300,300,Floor,in situ,TRUE
1142,178,1,3.51,2,light green,Occasional,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S4.5,1840-1890,1840,1890,1840-1900,Pantry/Kitchen,300,300,Floor,in situ,FALSE
206,87,1,3.1,1,colourless,None,,Straight,,FALSE,,,,,FALSE,heavy,,,,?pane,,,,,,S4.5,1840-1890,1840,1890,1840-1900,Pantry/Kitchen,300,300,Floor,in situ,FALSE
5394,946,2,1.62,1.2,light green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S7.4,1840-1890,1840,1890,1840-1900,Vestibule & Corridor,775,775,Floor,in situ,FALSE
5372,911,2,5.78,1.4,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S7.4,1840-1890,1840,1890,1840-1900,Vestibule & Corridor,775,775,Wall,disorganized,FALSE
1170,184,1,5.11,1.6,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S4.5,1840-1890,1840,1890,1840-1900,Pantry/Kitchen,300,300,Floor,in situ,FALSE
206,87,1,4.37,2,colourless,None,,Straight,,FALSE,,,,,FALSE,absent,,,,?pane,,,,,,S4.5,1840-1890,1840,1890,1840-1900,Pantry/Kitchen,300,300,Floor,in situ,FALSE
1410,267,1,1.44,3.4,colourless,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S4.5,1840-1890,1840,1890,1840-1900,Pantry/Kitchen,300,300,Floor,disorganized,FALSE
5310,856,1,2.06,3.5,colourless,None,,Straight,,FALSE,,,,,FALSE,absent,,,,machine glass,,Modern glass,,,,S4.5,1840-1890,1840,1890,1840-1900,Pantry/Kitchen,300,300,Wall,in situ,FALSE
1263,191,2,3.14,1,light green,Occasional,Chipped;Cut,Straight,,TRUE,square/rectangular,,,,FALSE,slight,,,,pane,,,,,,S32.1,1850-1890,1850,1890,1840-1900,Forge,48,48,Midden,in situ,FALSE
8312,1655,3,7.08,1.5,colourless,None,,Straight,,FALSE,square/rectangular,,,,FALSE,slight,,,,pane,,,,,,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,in situ,FALSE
159,42,1,13.65,2,light green,Occasional,Chipped,Straight,,TRUE,square/rectangular,,,,FALSE,slight,,,,pane,,,10.75,7.41,0.689302326,S32.1,1850-1890,1850,1890,1840-1900,Forge,48,48,Midden,in situ,FALSE
5284,829,3,1.84,1.2,light green,None,Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,11.09,8.19,0.738503156,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,External area,disturbed,FALSE
5316,860,2,2.26,1.2,light green,None,Cut,Straight,,FALSE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,disturbed,FALSE
5284,829,34,43.43,1.4,colourless,None,Chipped;Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,11.12,9.95,0.894784173,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,External area,disturbed,FALSE
3136,651,7,8.15,1.5,colourless,None,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,External area,disturbed,FALSE
1617,295,4,6.14,1.8,colourless,None,Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,External area,disturbed,FALSE
5284,829,7,17.67,2.4,colourless,None,Chipped;Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,11.08,9.9,0.893501805,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,External area,disturbed,FALSE
3136,623,1,0.62,1,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,edge - line,linear scratch marks close to fracture edge,?pane,,,,,,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,External area,disturbed,FALSE
5367,907,1,0.9,1,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,in situ,FALSE
5375,914,1,0.58,1.2,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,in situ,FALSE
5316,860,16,24.86,1.4,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,disturbed,FALSE
5284,829,1,2.78,1.6,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,bluish tint,,,,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,External area,disturbed,FALSE
5316,860,11,34.76,1.8,colourless,None,,Straight,,TRUE,,,,,FALSE,slight,,,,pane,,,,,,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,disturbed,FALSE
2871,603,3,4.73,2,colourless,None,,Straight,,FALSE,,,,,FALSE,absent,,,,?pane,,,,,,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,Midden,in situ,FALSE
3068,696,1,7.28,2.5,light green,Frequent,,Straight,,FALSE,,,,,FALSE,absent,,,,?pane,,,,,,S32.1,1850-1890,1850,1890,1840-1900,Forge,48,48,Wall,in situ,FALSE
3136,651,1,7.96,3,dark green,,,Straight,,FALSE,,,,,FALSE,moderate,,,,vessel,,vessel fragment,,,,C.4,1850-1890,1850,1890,1840-1900,Courtyard,1257,1257,External area,disturbed,FALSE
1263,191,1,16.93,4.5,dark green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,vessel,,Vessel fragment,,,,S32.1,1850-1890,1850,1890,1840-1900,Forge,48,48,Midden,in situ,FALSE
7938,223,1,1.74,1.6,light green,,Chipped,,,FALSE,diamond/lozenge,,,,FALSE,moderate,,,,pane,c,complete pane,,,,M.2,1500-1900,1500,1900,,Mound (Kyndluholl),200,200,Construction,disturbed,FALSE
11434,2342,1,3.75,1.4,dark green,Occasional,Chipped;Cut,Straight,,TRUE,square/rectangular,,,,FALSE,slight,,,,pane,,Some chipping at the corner of the piece,,,,MR.1,1700-1900,1700,1900,,Main Road,1257,1257,External area,in situ,FALSE
11530,2311,1,1.05,1,light green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,MR.1,1700-1900,1700,1900,,Main Road,1257,1257,External area,in situ,FALSE
11419,2317,2,0.7,1,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,MR.1,1700-1900,1700,1900,,Main Road,1257,1257,External area,in situ,FALSE
