ID1,ID,Find no,Nail no,Context no,Type code,Gavin type,Type,Head type,Photo/Drawing,Completness,Corrosion,Burnt,Straightness,Length,Grain direction,Burr,Shaft thickness,Shaft cross-section shape,Shaft sides,Pinching,Head thickness,Point type,Note,Building Phase,Start Date,End Date,Real Date,Period_Date,Attribution
463,2335,14812,5936,2573,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.6,square,,,1.1,,Two nails stock togeather,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
2167,3687,11761,4951,2341,A1,Forged,Forged,flat-irregular,N,complete,light,No,obtuse (<90°),7.6,,,0.5,square,2-sided taper,,1.5,chisel,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
2175,3672,11770,5049,2359,A1,Forged,Forged,flat-irregular,N,complete,light,No,obtuse (<90°),6.9,,,0.6,square,2-sided taper,,1.5,chisel,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
2176,1225,12032,5025,2359,A1,Forged,Forged,flat-irregular,N,head,heavy,No,,,,,0.4,square,4-sided taper,,,,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
2209,272,11801,4709,2425,A1,Forged,Forged,flat-irregular,N,complete,Very heavy,No,obtuse (<90°),6.1,,,0.6,square,4-sided taper,,1.6,sharp,,S23.2,,1720,1720,1690-1720,Bishops Living Quarters
2210,341,11801,4710,2425,A1,Forged,Forged,flat-irregular,N,complete,Very heavy,No,straight,7.1,,,,square,4-sided taper,,1.5,sharp,,S23.2,,1720,1720,1690-1720,Bishops Living Quarters
2211,1198,11801,4707,2425,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.6,square,4-sided taper,,1.8,,,S23.2,,1720,1720,1690-1720,Bishops Living Quarters
2212,1199,11801,4708,2425,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,,square,4-sided taper,,,,,S23.2,,1720,1720,1690-1720,Bishops Living Quarters
2324,664,1439,6298,2727,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.6,square,4-sided taper,,2,,,S23.2,,1720,1720,1690-1720,Bishops Living Quarters
2337,1264,14765,6060,2765,A1,Forged,Forged,flat-irregular,N,head,heavy,No,,,,,0.7,square,4-sided taper,,1.5,,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
2338,3708,14856,5989,2771,A1,Forged,Forged,flat-irregular,N,complete,light,No,obtuse (<90°),8.3,,,0.6,square,2-sided taper,,1.5,chisel,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
2405,1256,14715,6221,2844,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.8,square,4-sided taper,,1.8,,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
3194,4997,11815,5005,2454,A2,Forged,Forged,T-head,N,head,Very heavy,No,,,,,0.7,rectangular,2-sided taper,,2.4,,,S23.2,,1720,1720,1690-1720,Bishops Living Quarters
3355,5158,14773,6300,2770,A2,Forged,Forged,T-head,N,complete,heavy,No,obtuse (<90°),6,,,0.6,square,2-sided taper,,1.7,sharp,Missing tip,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
3356,4434,14764,6059,2773,A2,Forged,Forged,T-head,N,complete,light,No,straight,4,,,0.7,rectangular,2-sided taper,,1.8,sharp,Missing tip,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
3674,4088,14830,5982,2573,A3,Forged,Forged,L-head,N,head,light,No,,,,,0.7,rectangular,2-sided taper,,1.5,,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
3781,4215,11761,4950,2341,A4,Forged,Forged,square,N,complete,light,No,obtuse (<90°),8.4,,,0.8,square,2-sided taper,,1.6,chisel,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
3861,4148,11761,4952,2341,A5,Forged,Forged,pyramidal,N,complete,light,No,straight,5,,,0.6,rectangular,2-sided taper,,1.9,sharp,Also T-head,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
3862,4170,11761,4953,2341,A5,Forged,Forged,pyramidal,N,head,heavy,No,,,,,0.6,rectangular,2-sided taper,,1.7,,Also T-head,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
4500,3086,11801,4712,2425,Ax,Forged,Forged,,N,shaft,Very heavy,No,,,,,0.6,square,,,,,,S23.2,,1720,1720,1690-1720,Bishops Living Quarters
4518,3123,14818,6203,2631,Ax,Forged,Forged,,N,shaft,Very heavy,No,,,,,0.3,square,,,,,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
5273,5277,11761,4954,2341,Ax,Forged,Forged,,N,point,Very heavy,No,,,,,0.6,rectangular,2-sided taper,,,chisel,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
5279,1984,11770,5050,2359,Ax,Forged,Forged,,N,shaft,heavy,No,,,,,0.5,square,4-sided taper,,,,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
5289,5543,11801,4711,2425,Ax,Forged,Forged,,N,point,Very heavy,No,,,,,0.7,square,2-sided taper,,,chisel,,S23.2,,1720,1720,1690-1720,Bishops Living Quarters
5310,5611,14812,5935,2573,Ax,Forged,Forged,,N,shaft,Very heavy,No,,,,,0.6,square,2-sided taper,,,,Two nails stock togeather,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
5316,5549,14818,6202,2631,Ax,Forged,Forged,,N,point,light,No,,,,,0.4,square,2-sided taper,,,chisel,,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
54,2057,1072,3238,170,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.6,square,,,1.2,,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
289,2488,8496,2188,1292,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,,,,,1.4,,,S12.2,,1740,1740,1720-1750,Living Quarters
290,2489,8496,2196,1292,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,,,,,1.6,,,S12.2,,1740,1740,1720-1750,Living Quarters
368,2204,8462,1914,1620,A1,Forged,Forged,flat-irregular,N,head,light,No,,,,,0.7,square,,,2.9,,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
914,3741,1072,3233,170,A1,Forged,Forged,flat-irregular,N,complete,Very heavy,No,acute (>90°),10,,,0.6,square,2-sided taper,,1.8,chisel,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
915,38,1072,3240,170,A1,Forged,Forged,flat-circular,N,head,Very heavy,No,,,,,0.4,square,4-sided taper,,1.1,,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
916,189,1072,3231,170,A1,Forged,Forged,flat-irregular,N,complete,heavy,No,straight,4.9,,,0.6,square,4-sided taper,,1.4,chisel,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
917,470,1072,3230,170,A1,Forged,Forged,flat-irregular,N,complete,heavy,No,obtuse (<90°),9.8,,,0.7,square,4-sided taper,,1.8,sharp,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
918,597,1072,3234,170,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.6,square,4-sided taper,,1.9,,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
919,598,1072,3235,170,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,1,square,4-sided taper,,2,,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
920,599,1072,3236,170,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.5,square,4-sided taper,,1.8,,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
921,600,1072,3237,170,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.6,square,4-sided taper,,2.1,,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
1020,462,1323,3585,243,A1,Forged,Forged,flat-irregular,N,complete,Very heavy,No,obtuse (<90°),9.5,,,0.7,square,4-sided taper,,2.1,chisel,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
1021,643,1323,3586,243,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.8,square,4-sided taper,,2.1,,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
1022,644,1323,3587,243,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.8,square,4-sided taper,,2.7,,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
1023,803,3374,4012,243,A1,Forged,Forged,flat-irregular,N,head,heavy,No,,,,,0.6,square,4-sided taper,,2,,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
1049,3473,2619,4206,266,A1,Forged,Forged,flat-irregular,N,head,heavy,No,,,,,0.6,rectangular,2-sided taper,,1.5,,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
1123,3731,2312,2824,345,A1,Forged,Forged,flat-irregular,N,complete,heavy,No,straight,9.2,,,0.7,square,2-sided taper,,2,chisel,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
1124,726,2312,2823,345,A1,Forged,Forged,flat-irregular,N,head,heavy,No,,,,,0.6,square,4-sided taper,,1.5,,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
1147,327,2074,2873,380,A1,Forged,Forged,flat-irregular,N,complete,Very heavy,No,straight,7,,,0.6,square,4-sided taper,,1.8,sharp,Missing tip,S11.4,,1740,1740,1720-1750,Priests Living Quarters
1171,3479,2739,3771,413,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,,rectangular,2-sided taper,,1.9,,,S12.2,,1740,1740,1720-1750,Living Quarters
1172,757,2739,3772,413,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.7,square,4-sided taper,,1.6,,,S12.2,,1740,1740,1720-1750,Living Quarters
1549,114,8496,2198,1292,A1,Forged,Forged,flat-irregular,N,complete,Very heavy,No,obtuse (<90°),3.3,,,0.6,square,4-sided taper,,1.5,sharp,,S12.2,,1740,1740,1720-1750,Living Quarters
1550,237,8496,2203,1292,A1,Forged,Forged,flat-irregular,N,complete,Very heavy,No,obtuse (<90°),5.5,,,0.3,square,4-sided taper,,1.1,sharp,,S12.2,,1740,1740,1720-1750,Living Quarters
1551,263,8496,2194,1292,A1,Forged,Forged,flat-irregular,N,complete,heavy,No,acute (>90°),6,,,0.5,square,4-sided taper,,1.8,sharp,,S12.2,,1740,1740,1720-1750,Living Quarters
1552,292,8496,2186,1292,A1,Forged,Forged,flat-irregular,N,complete,heavy,No,acute (>90°),6.4,,,0.5,square,4-sided taper,,1.5,sharp,,S12.2,,1740,1740,1720-1750,Living Quarters
1553,346,8496,2189,1292,A1,Forged,Forged,flat-irregular,N,complete,Very heavy,No,acute (>90°),7.2,,,0.6,square,4-sided taper,,1.1,sharp,,S12.2,,1740,1740,1720-1750,Living Quarters
1554,381,8496,2185,1292,A1,Forged,Forged,flat-irregular,N,complete,Very heavy,No,obtuse (<90°),7.7,,,0.7,square,4-sided taper,,1.8,sharp,,S12.2,,1740,1740,1720-1750,Living Quarters
1555,401,8496,2190,1292,A1,Forged,Forged,flat-irregular,N,complete,Very heavy,No,acute (>90°),7.8,,,0.8,square,4-sided taper,,1.6,sharp,,S12.2,,1740,1740,1720-1750,Living Quarters
1556,1027,8496,2191,1292,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.7,square,4-sided taper,,1.9,,,S12.2,,1740,1740,1720-1750,Living Quarters
1557,1028,8496,2192,1292,A1,Forged,Forged,flat-irregular,Y,head,heavy,No,,,,,1.1,square,4-sided taper,,3.1,,,S12.2,,1740,1740,1720-1750,Living Quarters
1558,1029,8496,2193,1292,A1,Forged,Forged,flat-irregular,N,head,heavy,No,,,,,0.8,square,4-sided taper,,1.6,,,S12.2,,1740,1740,1720-1750,Living Quarters
2624,4616,1072,3232,170,A2,Forged,Forged,T-head,N,complete,Very heavy,No,obtuse (<90°),4.7,,,,rectangular,2-sided taper,,,sharp,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
2676,4277,2312,2826,345,A2,Forged,Forged,T-head,N,complete,heavy,No,obtuse (<90°),3.5,,,0.9,rectangular,2-sided taper,,2.2,chisel,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
2677,4567,2312,2828,345,A2,Forged,Forged,T-head,N,complete,heavy,No,obtuse (<90°),4.5,,,0.8,rectangular,2-sided taper,,1.8,sharp,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
2678,1506,2312,2825,345,A2,Forged,Forged,T-head,N,head,heavy,No,,,,,0.7,square,4-sided taper,,1.7,,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
2721,4359,2739,3770,413,A2,Forged,Forged,T-head,N,complete,Very heavy,No,straight,3.8,,,0.9,rectangular,2-sided taper,,2.1,sharp,Missing tip,S12.2,,1740,1740,1720-1750,Living Quarters
2950,4489,5903,67,1231,A2,Forged,Forged,T-head,N,complete,heavy,No,obtuse (<90°),4.2,,,0.9,rectangular,2-sided taper,,2.2,chisel,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
3944,3948,1940,2902,367,A7,Forged,Forged,headless,N,head,heavy,No,,,,,0.6,rectangular,2-sided taper,,1.1,,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
4058,2756,1072,3239,170,Ax,Forged,Forged,,N,shaft,Very heavy,No,,,,,,square,,,,,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
4059,2757,1072,3241,170,Ax,Forged,Forged,,N,shaft,Very heavy,No,,,,,0.6,square,,,,,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
4147,2826,2074,2874,380,Ax,Forged,Forged,,N,shaft,Very heavy,No,,,,,0.6,square,,,,,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
4148,2713,2704,2875,380,Ax,Forged,Forged,,N,point,Very heavy,No,,,,,0.5,square,,,,square,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
4324,2994,8496,2200,1292,Ax,Forged,Forged,,N,shaft,heavy,No,,,,,0.8,square,,,,,,S12.2,,1740,1740,1720-1750,Living Quarters
4672,1778,1072,3242,170,Ax,Forged,Forged,,N,shaft,heavy,No,,,,,0.6,square,4-sided taper,,,,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
4741,1815,2312,2827,345,Ax,Forged,Forged,,N,shaft,Very heavy,No,,,,,0.6,square,4-sided taper,,,,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
4944,1921,8496,2187,1292,Ax,Forged,Forged,,N,shaft,heavy,No,,,,,0.6,square,4-sided taper,,,,,S12.2,,1740,1740,1720-1750,Living Quarters
4945,1922,8496,2195,1292,Ax,Forged,Forged,,N,shaft,heavy,No,,,,,0.7,square,4-sided taper,,,,,S12.2,,1740,1740,1720-1750,Living Quarters
4946,1923,8496,2197,1292,Ax,Forged,Forged,,N,shaft,heavy,No,,,,,0.5,square,4-sided taper,,,,,S12.2,,1740,1740,1720-1750,Living Quarters
4947,1924,8496,2199,1292,Ax,Forged,Forged,,N,shaft,Very heavy,No,,,,,0.7,square,4-sided taper,,,,,S12.2,,1740,1740,1720-1750,Living Quarters
4948,1925,8496,2201,1292,Ax,Forged,Forged,,N,shaft,Very heavy,No,,,,,0.7,square,4-sided taper,,,,,S12.2,,1740,1740,1720-1750,Living Quarters
4949,1926,8496,2202,1292,Ax,Forged,Forged,,N,shaft,heavy,No,,,,,0.5,square,4-sided taper,,,,,S12.2,,1740,1740,1720-1750,Living Quarters
5494,5641,1072,3243,170,X,unid.,unidentified,,N,shaft,heavy,No,,,,,0.3,square,straight,,,,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
5495,5642,1072,3244,170,X,unid.,unidentified,,N,shaft,heavy,No,,,,,0.3,square,straight,,,,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
5504,5643,2312,2829,345,X,unid.,unidentified,,N,shaft,heavy,No,,,,,0.4,square,straight,,,,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
863,548,441,6347,128,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.7,square,4-sided taper,,2.3,,,S30.4,,1750,1750,1750-1780,School Master's House
29,2544,362,6492,37,A1,Forged,unidentified,flat-irregular,N,complete,Very heavy,,,,,,,,,,,,"heavy, irreg shaped head (25 diam), on thick shaft, tip broken; too corroded to properly ID",S20.6,,1790,1790,1780-1810,School Dormitory
782,3350,350,4502,29,A1,Forged,Forged,flat-irregular,N,complete,heavy,No,obtuse (<90°),5,,,0.8,rectangular,2-sided taper,,3.1,sharp,,S20.6,,1790,1790,1780-1810,School Dormitory
783,3422,1002,6368,29,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,,rectangular,2-sided taper,,2.2,,,S20.6,,1790,1790,1780-1810,School Dormitory
784,3423,1002,6370,29,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.6,rectangular,2-sided taper,,2,,,S20.6,,1790,1790,1780-1810,School Dormitory
785,553,1002,6367,29,A1,Forged,Forged,flat-irregular,N,head,heavy,No,,,,,0.6,square,4-sided taper,,2.2,,,S20.6,,1790,1790,1780-1810,School Dormitory
826,536,401,4513,85,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,,square,4-sided taper,,1.9,,,S21.5,,1790,1790,1780-1810,School Room
830,538,406,4544,88,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.7,square,4-sided taper,,1.8,,,S21.5,,1790,1790,1780-1810,School Room
848,3778,421,6324,94,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.7,square,2-sided taper,,2,,,S21.5,,1790,1790,1780-1810,School Room
849,545,421,6323,94,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,,square,4-sided taper,,1.8,,,S21.5,,1790,1790,1780-1810,School Room
2587,4713,1002,6369,29,A2,Forged,Forged,T-head,N,head,heavy,No,,,,,,rectangular,2-sided taper,,2.8,,,S20.6,,1790,1790,1780-1810,School Dormitory
3708,2581,19019,6441,29,A4,Forged,Forged,square,N,head,light,,,,,,0.6,square,,,1,,1,S20.6,,1790,1790,1780-1810,School Dormitory
4634,5309,1002,6371,29,Ax,Forged,Forged,,N,shaft,Very heavy,No,,,,,,rectangular,2-sided taper,,,,,S20.6,,1790,1790,1780-1810,School Dormitory
4635,5310,1002,6372,29,Ax,Forged,Forged,,N,shaft,Very heavy,No,,,,,0.5,rectangular,2-sided taper,,,,,S20.6,,1790,1790,1780-1810,School Dormitory
4645,5556,401,4514,85,Ax,Forged,Forged,,N,shaft,Very heavy,No,,,,,0.6,square,2-sided taper,,,,,S21.5,,1790,1790,1780-1810,School Room
4646,1756,401,4512,85,Ax,Forged,Forged,,N,shaft,Very heavy,No,,,,,0.6,square,4-sided taper,,,,,S21.5,,1790,1790,1780-1810,School Room
4647,5557,406,4546,88,Ax,Forged,Forged,,N,shaft,Very heavy,No,,,,,0.7,square,2-sided taper,,,,,S21.5,,1790,1790,1780-1810,School Room
4648,1563,406,4545,88,Ax,Forged,Forged,,N,point,Very heavy,No,,,,,0.5,square,4-sided taper,,,sharp,,S21.5,,1790,1790,1780-1810,School Room
2936,4518,5851,77,1074,A2,Forged,Forged,T-head,N,complete,light,No,obtuse (<90°),4.3,,,0.6,rectangular,2-sided taper,,1.4,sharp,,S14.2,,1800,1800,1780-1810,Corridor to Church
3764,4226,5848,32,1069,A4,Forged,unidentified,square,N,complete,light,No,obtuse (<90°),5.1,,,0.5,square,2-sided taper,,1.2,chisel,,S14.2,,1800,1800,1780-1810,Corridor to Church
5537,5714,5848,33,1069,X,unid.,unidentified,,N,complete,heavy,No,obtuse (<90°),4.8,,,,,,,2.2,,,S14.2,,1800,1800,1780-1810,Corridor to Church
5546,5712,5866,30,1121,X,unid.,unidentified,,N,complete,heavy,No,obtuse (<90°),3.1,,,0.9,,,,,,The nail is in tvo pices,S14.2,,1800,1800,1780-1810,Corridor to Church
78,2396,1386,3625,270,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,,,,,1.7,,,S8.4,,1850,1850,1840-1870,Nursery/Private Chambers
797,523,370,4448,49,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.8,square,4-sided taper,,1.4,,,S8.4,,1850,1850,1840-1870,Nursery/Private Chambers
807,3772,383,4487,66,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,1.1,square,2-sided taper,,3.2,,,S8.4,,1850,1850,1840-1870,Nursery/Private Chambers
1057,229,1386,3627,270,A1,Forged,Forged,flat-irregular,N,complete,Very heavy,No,straight,5.4,,,0.6,square,4-sided taper,,1.5,sharp,,S8.4,,1850,1850,1840-1870,Nursery/Private Chambers
1058,657,1386,3624,270,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.8,square,4-sided taper,,2.5,,,S8.4,,1850,1850,1840-1870,Nursery/Private Chambers
1059,658,1386,3626,270,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.5,square,4-sided taper,,1.6,,,S8.4,,1850,1850,1840-1870,Nursery/Private Chambers
1207,725,2228,2913,487,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.5,square,4-sided taper,,1.4,,,S15.4,,1850,1850,1840-1870,Wheystore
1209,469,2236,2984,495,A1,Forged,Forged,flat-irregular,N,complete,heavy,No,obtuse (<90°),9.7,,,0.5,square,4-sided taper,,1.3,sharp,,S15.4,,1850,1850,1840-1870,Wheystore
1213,370,2269,2989,506,A1,Forged,Forged,flat-irregular,N,complete,heavy,No,obtuse (<90°),7.6,,,0.4,square,4-sided taper,,1.4,square,,S15.4,,1850,1850,1840-1870,Wheystore
4112,2799,1386,3630,270,Ax,Forged,Forged,,N,shaft,Very heavy,No,,,,,,square,,,,,in two pices,S8.4,,1850,1850,1840-1870,Nursery/Private Chambers
4643,5554,383,4488,66,Ax,Forged,Forged,,N,shaft,Very heavy,No,,,,,0.9,square,2-sided taper,,,,,S8.4,,1850,1850,1840-1870,Nursery/Private Chambers
4644,5555,383,4489,66,Ax,Forged,Forged,,N,shaft,Very heavy,No,,,,,0.9,square,2-sided taper,,,,,S8.4,,1850,1850,1840-1870,Nursery/Private Chambers
4710,5227,1386,3628,270,Ax,Forged,Forged,,N,point,heavy,No,,,,,,rectangular,2-sided taper,,,sharp,,S8.4,,1850,1850,1840-1870,Nursery/Private Chambers
4711,5323,1386,3629,270,Ax,Forged,Forged,,N,shaft,Very heavy,No,,,,,0.7,rectangular,2-sided taper,,,,,S8.4,,1850,1850,1840-1870,Nursery/Private Chambers
4787,1592,2228,2914,487,Ax,Forged,Forged,,N,point,Very heavy,No,,,,,0.5,square,4-sided taper,,,sharp,,S15.4,,1850,1850,1840-1870,Wheystore
4796,5345,2648,3717,535,Ax,Forged,Forged,,N,shaft,Very heavy,No,,,,,0.7,rectangular,2-sided taper,,,,,S15.4,,1850,1850,1840-1870,Wheystore
26,2041,321,4292,14,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.6,square,,,1.5,,,S4.6,,1890,1890,1870-1900,Pantry/Kitchen
27,2042,328,4231,18,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,,square,,,1.8,,,S4.6,,1890,1890,1870-1900,Pantry/Kitchen
187,2136,5775,1329,898,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.6,square,,,1.2,,,S7.5,,1890,1890,1870-1900,Vestibule & Corridor
431,2274,11721,5561,2245,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.5,square,,,1.5,,,S6.4,,1890,1890,1870-1900,Millers Workshop
439,2279,11742,5076,2284,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,,square,,,,,,S6.4,,1890,1890,1870-1900,Millers Workshop
754,3409,321,4291,14,A1,Forged,Forged,flat-irregular,N,head,heavy,No,,,,,0.7,rectangular,2-sided taper,,1.4,,,S4.6,,1890,1890,1870-1900,Pantry/Kitchen
755,511,321,4289,14,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.7,square,4-sided taper,,1.3,,,S4.6,,1890,1890,1870-1900,Pantry/Kitchen
756,512,323,4283,14,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.5,square,4-sided taper,,1.2,,,S4.6,,1890,1890,1870-1900,Pantry/Kitchen
757,513,323,4284,14,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.5,square,4-sided taper,,1.3,,,S4.6,,1890,1890,1870-1900,Pantry/Kitchen
760,3411,327,4239,18,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,1,rectangular,2-sided taper,,2,,,S4.6,,1890,1890,1870-1900,Pantry/Kitchen
761,91,329,4310,18,A1,Forged,Forged,flat-irregular,N,complete,heavy,No,straight,2.1,,,0.4,square,4-sided taper,,0.9,sharp,,S4.6,,1890,1890,1870-1900,Pantry/Kitchen
808,527,387,4438,73,A1,Forged,Forged,flat-irregular,N,head,heavy,No,,,,,0.7,square,4-sided taper,,1.3,,,S4.6,,1890,1890,1870-1900,Pantry/Kitchen
827,3774,404,4439,86,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.7,square,2-sided taper,,2.2,,,S4.6,,1890,1890,1870-1900,Pantry/Kitchen
850,3318,425,6320,96,A1,Forged,Forged,flat-irregular,N,complete,Very heavy,No,obtuse (<90°),4.3,,,0.7,rectangular,2-sided taper,,1.6,sharp,,S4.6,,1890,1890,1870-1900,Pantry/Kitchen
851,3419,426,6326,96,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.7,rectangular,2-sided taper,,1.8,,,S4.6,,1890,1890,1870-1900,Pantry/Kitchen
852,1357,426,6325,96,A1,forged,Forged,flat-irregular,N,complete,light,No,straight,6.2,,,0.6,square,straight,,1.8,sharp,,S4.6,,1890,1890,1870-1900,Pantry/Kitchen
913,596,1067,3011,169,A1,Forged,Forged,flat-irregular,N,head,heavy,No,,,,,0.4,square,4-sided taper,,1.1,,,S4.6,,1890,1890,1870-1900,Pantry/Kitchen
1045,650,1364,3623,256,A1,Forged,Forged,flat-irregular,N,head,heavy,No,,,,,0.8,square,4-sided taper,,1.8,,,S4.6,,1890,1890,1870-1900,Pantry/Kitchen
1330,95,5737,1351,794,A1,Forged,Forged,flat-irregular,N,complete,heavy,No,straight,2.5,,,0.4,square,4-sided taper,,0.9,sharp,,S7.5,,1890,1890,1870-1900,Vestibule & Corridor
1925,3369,8470,1907,1647,A1,Forged,Forged,flat-irregular,N,complete,light,No,straight,5.6,,,0.5,rectangular,2-sided taper,,1.9,chisel,,S6.4,,1890,1890,1870-1900,Millers Workshop
1926,451,8470,1906,1647,A1,Forged,Forged,flat-irregular,N,complete,heavy,No,acute (>90°),8.9,,,0.5,square,4-sided taper,,2,sharp,,S6.4,,1890,1890,1870-1900,Millers Workshop
1965,3737,11574,5608,1760,A1,Forged,Forged,flat-irregular,N,complete,Very heavy,No,acute (>90°),9.7,,,0.4,square,2-sided taper,,1.2,chisel,,S6.4,,1890,1890,1870-1900,Millers Workshop
2143,3854,11742,5071,2284,A1,Forged,Forged,flat-irregular,N,head,heavy,No,,,,,1.1,square,2-sided taper,,1.4,,,S6.4,,1890,1890,1870-1900,Millers Workshop
2144,3855,11742,5075,2284,A1,Forged,Forged,flat-irregular,N,head,heavy,No,,,,,0.5,square,2-sided taper,,1.2,,,S6.4,,1890,1890,1870-1900,Millers Workshop
2145,1178,11742,5072,2284,A1,Forged,Forged,flat-irregular,N,head,heavy,No,,,,,0.6,square,4-sided taper,,2.2,,,S6.4,,1890,1890,1870-1900,Millers Workshop
2146,1179,11742,5074,2284,A1,Forged,Forged,flat-irregular,N,head,heavy,No,,,,,0.5,square,4-sided taper,,1.4,,,S6.4,,1890,1890,1870-1900,Millers Workshop
